title,authors,journal,doi,all_authors,openalex_id
FerrousOxidation-Driven Adsorptive and OxidativeTransformation Boosts Electron Exchange Capacity of Dissolved OrganicMatter: Environmental Implications,"Kai Liu (159026), Jialin Chi (4726599), Liping Fang (776115), ... , Fangbai Li (1762234) (n=8)",Figshare,https://doi.org/10.1021/acs.est.5c13400.s001,Kai Liu (159026); Jialin Chi (4726599); Liping Fang (776115); Minwen Huang (2691778); Shiyin Wu (15473022); Xiangjun Meng (384157); Thomas Borch (1349157); Fangbai Li (1762234),https://openalex.org/W7111424226
Predictionof DissolvedOrganic Carbon Concentrationsin Inland Waters Using Optical Proxies of Aromaticity,Kathleen R. Murphy (2215531),Figshare,https://doi.org/10.1021/acs.est.5c05408.s001,Kathleen R. Murphy (2215531),https://openalex.org/W7110847997
Table 1_Organo-mineral interactions modulate organic carbon retention and mobility in a deep subterranean estuary of a high-energy beach.docx,"Kojo Amoako (21343814), Anja Reckhardt (8965067), Magali Roberts (21343817), ... , Hannelore Waska (3665911) (n=7)",Figshare,https://doi.org/10.3389/frwa.2025.1507564.s001,Kojo Amoako (21343814); Anja Reckhardt (8965067); Magali Roberts (21343817); Rena Meyer (11808833); Simone Brick (20438951); Thorsten Dittmar (107585); Hannelore Waska (3665911),https://openalex.org/W7111234891
Data Sheet 1_Organo-mineral interactions modulate organic carbon retention and mobility in a deep subterranean estuary of a high-energy beach.docx,"Kojo Amoako (21343814), Anja Reckhardt (8965067), Magali Roberts (21343817), ... , Hannelore Waska (3665911) (n=7)",Figshare,https://doi.org/10.3389/frwa.2025.1507564.s002,Kojo Amoako (21343814); Anja Reckhardt (8965067); Magali Roberts (21343817); Rena Meyer (11808833); Simone Brick (20438951); Thorsten Dittmar (107585); Hannelore Waska (3665911),https://openalex.org/W7111071700
Microbial Controlon Dissolved Organic Matter Compositionalong the South-to-North Water Diversion Middle Route Project,"Peilian Zhang (18092917), Hanxiao Zhang (8559141), Zhanyao Shi (21184614), ... , Shouliang Huo (8559135) (n=6)",Figshare,https://doi.org/10.1021/acsestwater.5c00138.s001,Peilian Zhang (18092917); Hanxiao Zhang (8559141); Zhanyao Shi (21184614); Weihui Huang (21184617); Jing Wang (6206297); Shouliang Huo (8559135),https://openalex.org/W7111040962
Temporal Dynamicsand Intermediate Product Formationin DOM Phototransformation Revealed by Liquid Chromatography Ultrahigh-ResolutionMass Spectrometry,"Peter Herzsprung (1517227), Aleksandr Sobolev (21619012), Wolf von Tümpling (9528646), ... , Oliver J. Lechtenfeld (4003712) (n=6)",Figshare,https://doi.org/10.1021/acs.est.5c01986.s002,Peter Herzsprung (1517227); Aleksandr Sobolev (21619012); Wolf von Tümpling (9528646); Norbert Kamjunke (9528643); Michael Schwidder (21619015); Oliver J. Lechtenfeld (4003712),https://openalex.org/W7111172921
Temporal Dynamicsand Intermediate Product Formationin DOM Phototransformation Revealed by Liquid Chromatography Ultrahigh-ResolutionMass Spectrometry,"Peter Herzsprung (1517227), Aleksandr Sobolev (21619012), Wolf von Tümpling (9528646), ... , Oliver J. Lechtenfeld (4003712) (n=6)",Figshare,https://doi.org/10.1021/acs.est.5c01986.s003,Peter Herzsprung (1517227); Aleksandr Sobolev (21619012); Wolf von Tümpling (9528646); Norbert Kamjunke (9528643); Michael Schwidder (21619015); Oliver J. Lechtenfeld (4003712),https://openalex.org/W7111017606
Temporal Dynamicsand Intermediate Product Formationin DOM Phototransformation Revealed by Liquid Chromatography Ultrahigh-ResolutionMass Spectrometry,"Peter Herzsprung (1517227), Aleksandr Sobolev (21619012), Wolf von Tümpling (9528646), ... , Oliver J. Lechtenfeld (4003712) (n=6)",Figshare,https://doi.org/10.1021/acs.est.5c01986.s001,Peter Herzsprung (1517227); Aleksandr Sobolev (21619012); Wolf von Tümpling (9528646); Norbert Kamjunke (9528643); Michael Schwidder (21619015); Oliver J. Lechtenfeld (4003712),https://openalex.org/W7110925463
Simultaneous Elucidation of the Chemodiversity ofDissolved Organic Matter and Quantitation of Trace Organic ContaminantSucralose by Fourier Transform Ion Cyclotron Resonance Mass Spectrometry,"Qian You (5516654), Yanhui Cheng (6907742), Qing-Long Fu (4722930), ... , Yanxin Wang (738113) (n=9)",Figshare,https://doi.org/10.1021/acs.analchem.5c01311.s001,Qian You (5516654); Yanhui Cheng (6907742); Qing-Long Fu (4722930); Guodong Cao (6862997); Jibao Liu (17671515); Manabu Fujii (1666423); Lee Blaney (2953920); Pingqing Fu (1517941); Yanxin Wang (738113),https://openalex.org/W7110977389
Sizeand Structure-DependentMolecular FingerprintTransformation of Microplastic-Derived Dissolved Organic Matter inSunlit Seawater: Implication for Marine Carbon Cycles,"Yan-Jun Liu (197444), Zhao Liang Chen (12697442), Zekun Zhang (6308471), ... , Ding He (6581450) (n=11)",Figshare,https://doi.org/10.1021/acs.est.5c04083.s002,Yan-Jun Liu (197444); Zhao Liang Chen (12697442); Zekun Zhang (6308471); Yuanbi Yi (15333727); Ruanhong Cai (827413); Ming Ye (121179); Mengyang Liu (3074763); Meng Yan (1489837); Kenneth Mei Yee Leung (7484084); Tanveer M. Adyel (11182824); Ding He (6581450),https://openalex.org/W7111137630
Sizeand Structure-DependentMolecular FingerprintTransformation of Microplastic-Derived Dissolved Organic Matter inSunlit Seawater: Implication for Marine Carbon Cycles,"Yan-Jun Liu (197444), Zhao Liang Chen (12697442), Zekun Zhang (6308471), ... , Ding He (6581450) (n=11)",Figshare,https://doi.org/10.1021/acs.est.5c04083.s001,Yan-Jun Liu (197444); Zhao Liang Chen (12697442); Zekun Zhang (6308471); Yuanbi Yi (15333727); Ruanhong Cai (827413); Ming Ye (121179); Mengyang Liu (3074763); Meng Yan (1489837); Kenneth Mei Yee Leung (7484084); Tanveer M. Adyel (11182824); Ding He (6581450),https://openalex.org/W7111215896
A Sustainableand Scalable Paradigm for MultidimensionalPollution Control of Livestock Wastewater Using Millimeter-Scale BimetallicChitosan Beads,"Yudan Dong (19935900), Shurun Yang (14325467), Yunzhe Zheng (11818197), ... , Bo Lai (474487) (n=10)",Figshare,https://doi.org/10.1021/acsestengg.5c00241.s001,Yudan Dong (19935900); Shurun Yang (14325467); Yunzhe Zheng (11818197); Jiamei Liu (513291); Xin Wang (91924); Peng Zhou (116747); Jing Zhang (23775); Zhaokun Xiong (8689290); Chuan-Shu He (6542195); Bo Lai (474487),https://openalex.org/W7110799167
Erosion-Driven VerticalDecoupling: Molecular Signaturesof Dissolved Organic Matter and Microbial Coevolution in Subsoil Hotspots,"Yumei Peng (257058), Zhongmin Fan (13218033), Zi Wang (324031), ... , Xiang Wang (127867) (n=8)",Figshare,https://doi.org/10.1021/acs.est.5c02856.s001,Yumei Peng (257058); Zhongmin Fan (13218033); Zi Wang (324031); Ziyun Zhang (4374943); Yuxin Yan (3545792); Jia Shi (614042); Chunpeng Huo (21762799); Xiang Wang (127867),https://openalex.org/W7110991614
Soil DOM under warming_data&amp;code by YZhang,"Zhang, Yixuan",Figshare,https://doi.org/10.6084/m9.figshare.30618575.v1,"Zhang, Yixuan",https://openalex.org/W7105763516
Soil DOM under warming_data&amp;code by YZhang,"Zhang, Yixuan",Figshare,https://doi.org/10.6084/m9.figshare.30618575,"Zhang, Yixuan",https://openalex.org/W7105734638
The potential nature of “dark” dissolved organic matter in the biosphere,"Khan M. G. Mostofa, Jie Yuan, Xuemei Yang, ... , Si‐Liang Li (n=9)",Frontiers in Earth Science,https://doi.org/10.3389/feart.2025.1517025,Khan M. G. Mostofa; Jie Yuan; Xuemei Yang; Mohammad Mohinuzzaman; Cong‐Qiang Liu; Nicola Senesi; N. Senesi; Davide Vione; Si‐Liang Li,https://openalex.org/W4408875588
Organo-mineral interactions modulate organic carbon retention and mobility in a deep subterranean estuary of a high-energy beach,"Kojo Amoako, Anja Reckhardt, M.H.T. Roberts, ... , Hannelore Waska (n=7)",Frontiers in Water,https://doi.org/10.3389/frwa.2025.1507564,Kojo Amoako; Anja Reckhardt; M.H.T. Roberts; Rena Meyer; Simone Brick; Thorsten Dittmar; Hannelore Waska,https://openalex.org/W4410301824
Exploring the fate and chemical transformation of organics by UV/H2O2-GAC and UV/H2O2-BAC based on pilot-scale systems in the treatment of micro-polluted surface water,"Wenxuan Yin, Wenjun Sun, Yongqin Yuan, ... , Fengyi Zheng (n=6)",Frontiers of Environmental Science & Engineering,https://doi.org/10.1007/s11783-025-2008-5,Wenxuan Yin; Wenjun Sun; Yongqin Yuan; Daoyi Zhang; Yuanna Zhang; Fengyi Zheng,https://openalex.org/W4410289932
"Distinct molecular complexing mechanisms of smoke dissolved organic matters (SDOMs) from various solid fuels combustion toward heavy metals: New insights based on FT-ICR-MS, two dimensional fluorescence EEM and FTIR","Yixin Xu, Shiming Xu, Cheng Yue, ... , Jinzhi Ni (n=8)",Fuel,https://doi.org/10.1016/j.fuel.2025.136646,Yixin Xu; Shiming Xu; Cheng Yue; Weifeng Chen; Huiying Zhang; Hui Jia; Wei Ran; Jinzhi Ni,https://openalex.org/W4413752696
Strong depth-dependent chemical and structural characteristics of dissolved organic matter (DOM) in organic-rich sediment in a shallow temperate lake,"Chenhui Wei, Shu Tao, Patrick G. Hatcher, Dongqiang Zhu",Geochimica et Cosmochimica Acta,https://doi.org/10.1016/j.gca.2025.05.002,Chenhui Wei; Shu Tao; Patrick G. Hatcher; Dongqiang Zhu,https://openalex.org/W4410064974
Process zone specific alteration of rare earth element (REE) patterns across the land–ocean transition of the southern North Sea,"Corinna Mori, Olaf Dellwig, Jochen Wollschläger, Michael Seidel",Geochimica et Cosmochimica Acta,https://doi.org/10.1016/j.gca.2025.06.017,Corinna Mori; Olaf Dellwig; Jochen Wollschläger; Michael Seidel,https://openalex.org/W4411969321
Hydrothermal mobilization and molecular transformations of dissolved organic matter from deep subsurface sediments,"Melina Knoke, Thorsten Dittmar, Jana Günther, ... , Michael Seidel (n=6)",Geochimica et Cosmochimica Acta,https://doi.org/10.1016/j.gca.2025.06.005,Melina Knoke; Thorsten Dittmar; Jana Günther; Philipp Böning; Andreas Teske; Michael Seidel,https://openalex.org/W4411125636
Contrasting photochemical behaviors between biogenic-sourced and combustion-sourced dissolved organic nitrogen,"Zhiyuan Zhang, Xiurui Cui, Chenhui Wei, ... , Dongqiang Zhu (n=6)",Geochimica et Cosmochimica Acta,https://doi.org/10.1016/j.gca.2025.10.036,Zhiyuan Zhang; Xiurui Cui; Chenhui Wei; Shuning Zang; Shu Tao; Dongqiang Zhu,https://openalex.org/W4415774616
Transportation and transformation of dissolved organic matter from overlying to bottom waters of cold seeps in the South China Sea: insights at the molecular level,"Shi Tang, Zhenwei Yan, Yuanbi Yi, ... , Penghui Li (n=7)",Global and Planetary Change,https://doi.org/10.1016/j.gloplacha.2025.104920,Shi Tang; Zhenwei Yan; Yuanbi Yi; Yuan Shen; Wei Xie; Ding He; Penghui Li,https://openalex.org/W4411114593
Long‐Term and Seasonal Drivers of Organic Matter in the Clearwater Tapajós River and Implications for the Amazon River Basin,"Martin R. Kurek, Rafael Corrêa Muniz, José Mauro Sousa de Moura, ... , Robert G. M. Spencer (n=7)",Global Biogeochemical Cycles,https://doi.org/10.1029/2025gb008545,Martin R. Kurek; Rafael Corrêa Muniz; José Mauro Sousa de Moura; Bernhard Peucker‐Ehrenbrink; R. M. Holmes; Amy M. McKenna; Robert G. M. Spencer,https://openalex.org/W4411505139
"Molecular Composition of Stream Dissolved Organic Matter in Cool-Temperate Forest Headwaters with Landslides, Northern Japan","Jun’ichiro Ide, Kenta Hara, Yohei Arata, ... , Takashi Gomi (n=7)",Hydrology,https://doi.org/10.3390/hydrology12030063,Jun’ichiro Ide; Kenta Hara; Yohei Arata; Izuki Endo; Mizue Ohashi; Hiroshi Nishimura; Takashi Gomi,https://openalex.org/W4408613360
Molecular-level study of the effect of nitrogen addition levels on soil dissolved organic matter composition in a desert steppe of northwest China,"Yan Wang, Bin Xue, Longwei Fu, ... , Georges Martial Ndzana (n=11)",International Journal of Biological Macromolecules,https://doi.org/10.1016/j.ijbiomac.2025.147494,Yan Wang; Bin Xue; Longwei Fu; Lingtong Du; Kun Ma; Ruili Gao; Kaiyang Qiu; Guohui Wang; Xiang Zheng; Xuying Hai; Georges Martial Ndzana,https://openalex.org/W4414036516
Molecular Humification Mechanisms of Dissolved Organic Matter during Maize Straw Composting Enhanced by Humus Soil Biomaterial: Paired-Molecule Mass Difference Reactomics Analysis Based on FT-ICR MS,"Zheng-Liang Du, Qing‐Long Fu, Jiayu Liu, Xiaoli Chai, Boran Wu",Journal of Agricultural and Food Chemistry,https://doi.org/10.1021/acs.jafc.5c05559,Zheng-Liang Du; Qing‐Long Fu; Jiayu Liu; Xiaoli Chai; Boran Wu,https://openalex.org/W4413140904
Sustainable transformation of DOM in sedimentation sludge water by UV-Fe2+/PAA: Toward cleaner production via FT-ICR MS,"Jingkai Chen, Ya Wang, Fangqi Peng, ... , Liwen Jiang (n=13)",Journal of Cleaner Production,https://doi.org/10.1016/j.jclepro.2025.145452,Jingkai Chen; Ya Wang; Fangqi Peng; Naixin Kang; Xuefan Rao; Wei Liu; Mi Deng; Ming Sun; Tong Zhen-gong; Guizhen Feng; Caixia Kang; Lili Fang; Liwen Jiang,https://openalex.org/W4409254057
Enclosure restoration regulates epiphytic microbial communities involved in carbon sequestration in a restored urban lake: A new insight from the stability of dissolved organic matter,"Siwen Hu, Dayong Zhao, Rujia He, Xiaojian Sun, Jin Zeng",Journal of Cleaner Production,https://doi.org/10.1016/j.jclepro.2025.145295,Siwen Hu; Dayong Zhao; Rujia He; Xiaojian Sun; Jin Zeng,https://openalex.org/W4408378092
Novel insights into the evolution of dissolved organic matter during different full-scale advanced treatment processes for textile secondary effluent,"Cheng Cheng, Chuanyang Liu, Jian Shen, ... , Jing Wu (n=9)",Journal of environmental chemical engineering,https://doi.org/10.1016/j.jece.2025.116266,Cheng Cheng; Chuanyang Liu; Jian Shen; Siting Wang; Xiaojin Wu; Qiuran Xiong; Hongmei Mu; Bingliang Zhang; Jing Wu,https://openalex.org/W4408954697
Pretreatments strategies and characterization techniques of dissolved organic matter in natural waters: A comprehensive review,"Chengyu Suo, Yatang Jin, Wensi Zhao, ... , Fengchang Wu (n=7)",Journal of environmental chemical engineering,https://doi.org/10.1016/j.jece.2025.118529,Chengyu Suo; Yatang Jin; Wensi Zhao; Shasha Liu; Lei Chen; Yue Qiu; Fengchang Wu,https://openalex.org/W4413015566
Applying synchronous fluorescence spectroscopy with Gaussian band fitting and high-resolution mass spectrometry to monitor dissolved organic matter characteristics changes in pharmaceutical wastewater,"Chenqiang Yang, Yujie Yu, Bo Yao, Jiansheng Cui, Haiying Yu",Journal of environmental chemical engineering,https://doi.org/10.1016/j.jece.2025.120499,Chenqiang Yang; Yujie Yu; Bo Yao; Jiansheng Cui; Haiying Yu,https://openalex.org/W4416733096
"Sustainable management of wastewater in an enclosed campus via an integrated treatment system: Pollutant removal, organic matter transformation, and microbial interactions","Hualiang Feng, Boxun Zhou, Jie Wu, Kan Wang, Zhaoji Zhang",Journal of environmental chemical engineering,https://doi.org/10.1016/j.jece.2025.120301,Hualiang Feng; Boxun Zhou; Jie Wu; Kan Wang; Zhaoji Zhang,https://openalex.org/W4416347513
Composition and contribution of disinfection by-product precursors in dissolved organic matter leached from aquatic plant residues,"Jiachang Pi, Tingting Gong, Lei Gao, ... , Guangcan Zhu (n=7)",Journal of environmental chemical engineering,https://doi.org/10.1016/j.jece.2025.117935,Jiachang Pi; Tingting Gong; Lei Gao; Xin Li; Yong‐Ze Lu; Hongyang Wang; Guangcan Zhu,https://openalex.org/W4412059393
"Advances in membrane bioreactor for landfill leachate treatment: A review of characterization, challenges, and novel configurations","Oumaima El Hachimi, Bikash R. Tiwari, Patrick Drogui, Satinder Kaur Brar, Jean‐François Blais",Journal of environmental chemical engineering,https://doi.org/10.1016/j.jece.2025.116653,Oumaima El Hachimi; Bikash R. Tiwari; Patrick Drogui; Satinder Kaur Brar; Jean‐François Blais,https://openalex.org/W4409446974
The intricate mechanism for refractory DOM conversion in the traditional treatment of coalbed methane produced water,"Tingting Zang, Yuanyuan Hu, Qiyue Kuang, Zhaoji Zhang",Journal of environmental chemical engineering,https://doi.org/10.1016/j.jece.2025.115923,Tingting Zang; Yuanyuan Hu; Qiyue Kuang; Zhaoji Zhang,https://openalex.org/W4407894071
Molecular-Level insights into dissolved organic matter degradation in persulfate/Fe²⁺-driven groundwater remediation,"Xiaoliang Zhao, Shaohui Feng, Juan Chen, ... , Bin Yang (n=7)",Journal of environmental chemical engineering,https://doi.org/10.1016/j.jece.2025.118300,Xiaoliang Zhao; Shaohui Feng; Juan Chen; Yunhui Zhang; Huizhen Cao; Lingjian Kong; Bin Yang,https://openalex.org/W4412658388
Molecular-level insights into the spatiotemporal variation of dissolved organic matter: Linking of FT-ICR MS with spectroscopy by rank correlation,"Zhenkun Chu, Yaqi Kang, Kemin Qi, ... , Zhaowei Wang (n=6)",Journal of environmental chemical engineering,https://doi.org/10.1016/j.jece.2025.116360,Zhenkun Chu; Yaqi Kang; Kemin Qi; Xiaoyun Xie; Siting Li; Zhaowei Wang,https://openalex.org/W4408984984
"Changes in dissolved organic matter chemistry of plateau lakes along gradients of human activity intensity in Yunnan Province, China","Lei Xu, Wenjun Zhong, Zetian Liu, ... , Aiwen Zhong (n=9)",Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2025.127513,Lei Xu; Wenjun Zhong; Zetian Liu; Qian Hu; Xin Xiong; Jianlin Tang; Tao Chen; Wei Liao; Aiwen Zhong,https://openalex.org/W4414765407
Revealing the effects and mechanisms of lake autochthonous dissolved organic matter on phosphorus sequestration by lanthanum-modified clay at the molecular level,"Tianlun Han, Yan Wang, Min-Hui Cai, ... , Ming Kong (n=6)",Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2025.125959,Tianlun Han; Yan Wang; Min-Hui Cai; Hongbin Yin; Huacheng Xu; Ming Kong,https://openalex.org/W4410811944
Machine learning uncovers tidal DOM transformations and keystone molecules via FT-ICR MS and reactomics for estuarine nutrient cycling,"Guosheng Zhao, Longfei Wang, Yi Li, ... , Li Lin (n=6)",Journal of Environmental Sciences,https://doi.org/10.1016/j.jes.2025.12.043,Guosheng Zhao; Longfei Wang; Yi Li; Jiaying Chen; Lihua Niu; Li Lin,https://openalex.org/W7116064364
Biochar-enhanced iron cycling in Fenton systems for the degradation and transformation of dissolved organic matter in hydrothermal liquid,"Hao Yu, Zhiwei Li, Jingxin Huang, Ruixia Han, Yin Wang",Journal of Environmental Sciences,https://doi.org/10.1016/j.jes.2025.12.076,Hao Yu; Zhiwei Li; Jingxin Huang; Ruixia Han; Yin Wang,https://openalex.org/W7117313633
Novel Insights Into the Molecular Characteristics of Dissolved Organophosphorus in Biomass Burning Smoke: Implication on the Environmental Stability and Cycling of Atmospheric Organophosphorus,"Weifeng Chen, Huiying Zhang, Shiming Xu, ... , Hui Jia (n=7)",Journal of Geophysical Research Atmospheres,https://doi.org/10.1029/2025jd043374,Weifeng Chen; Huiying Zhang; Shiming Xu; Zhigeng Wang; Qin Dai; Lingling Lv; Hui Jia,https://openalex.org/W4415827651
Signatures of Arctic Change: Molecular‐Level Composition and Bioavailability of Shifting Dissolved Organic Matter Sources,"Alexis Slentz, Amy M. McKenna, Anne M. Kellerman, ... , Robert G. M. Spencer (n=12)",Journal of Geophysical Research Biogeosciences,https://doi.org/10.1029/2025jg008899,Alexis Slentz; Amy M. McKenna; Anne M. Kellerman; Amy D. Holt; A. J. Burns; Max Miller; Sasha Wagner; Maria Tzortziou; Hugh G. Smith; Antonio Mannino; Jeffrey P. Chanton; Robert G. M. Spencer,https://openalex.org/W4412834755
Deciphering Microbially Driven Labile and Refractory Molecular Candidates in Dissolved Organic Matter,"Qi Chen, Jiaxin Chen, Ruanhong Cai, ... , Qiang Zheng (n=8)",Journal of Geophysical Research Biogeosciences,https://doi.org/10.1029/2024jg008484,Qi Chen; Jiaxin Chen; Ruanhong Cai; Chen He; Quan Shi; Chuanlun Zhang; Nianzhi Jiao; Qiang Zheng,https://openalex.org/W4407229586
Linking Microbial Communities and Molecular Transformations of Dissolved Organic Matter to the Fate of Nitrogen in Karst Aquifers,"Ruixuan Gai, Jing Bao, Wei Xiu, ... , Qiang Zhang (n=6)",Journal of Geophysical Research Biogeosciences,https://doi.org/10.1029/2025jg008961,Ruixuan Gai; Jing Bao; Wei Xiu; Fang Guo; Qiang Li; Qiang Zhang,https://openalex.org/W4414377707
Seasonality of Surface Dissolved Organic Matter Composition in the Northern Part of a Large Marginal Sea in an Extremely Dry Year,"Fu‐Tao Fang, ⎜Zhuoyi Zhu, Yuanbi Yi, Ding He",Journal of Geophysical Research Oceans,https://doi.org/10.1029/2024jc022019,Fu‐Tao Fang; ⎜Zhuoyi Zhu; Yuanbi Yi; Ding He,https://openalex.org/W4415372188
Significant role of sludge-derived organic matter in enhancing Cr (III) immobilization by jarosite: Insights from molecular selective adsorption and co-precipitation,"Jun Gao, Yunhui Zhang, Shijie Yuan, ... , Zuxin Xu (n=6)",Journal of Hazardous Materials,https://doi.org/10.1016/j.jhazmat.2025.137743,Jun Gao; Yunhui Zhang; Shijie Yuan; Lei Li; Bin Dong; Zuxin Xu,https://openalex.org/W4407942870
Molecular insights into the seasonal variation of fluorescent dissolved organic matter in a hydrologically isolated aquatic continuum,"Cheng Du, Zhibing Chang, Wenzhong Tang, ... , Hong Zhang (n=8)",Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2025.133620,Cheng Du; Zhibing Chang; Wenzhong Tang; Zhineng Hao; Meiyi Zhang; Xiaoyue Zhang; Muxing Liu; Hong Zhang,https://openalex.org/W4410856674
"Spatial and temporal variability in molecular characteristics of dissolved organic matter in a large freshwater lake: A case from the Dongting Lake, central China","Rui Xu, Yao Du, Tianming Wu, ... , Yanxin Wang (n=11)",Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2025.133831,Rui Xu; Yao Du; Tianming Wu; Xinrui Jiang; Baisong Deng; M. Li; Yiqun Gan; Mengjie Song; Shaobo Liao; Rui Zhang; Yanxin Wang,https://openalex.org/W4412049297
"Deciphering the impacts of main inflowing rivers on dissolved organic matter in Lake Daye using isotopes, optical spectroscopy, and FT-ICR MS during non-flood season","Xiaowen Lin, Xiaodong Wu, Bingfa Chen, ... , Zhenni Gao (n=8)",Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2025.134090,Xiaowen Lin; Xiaodong Wu; Bingfa Chen; Xuguang Ge; Chao Wu; Xincai Gu; Shunmei Zhu; Zhenni Gao,https://openalex.org/W4413297587
"Molecular characterization and transformation of dissolved organic matter in snow and meltwater from Baishui Glacier No. 1, Mt. Yulong","Lin Feng, Y. Liu, Hewen Niu, Jianzhong Xu",Journal of Mountain Science,https://doi.org/10.1007/s11629-025-9657-5,Lin Feng; Y. Liu; Hewen Niu; Jianzhong Xu,https://openalex.org/W4413028785
Evaluating the Chemical Reactivity of Wildfire-Derived Dissolved Organic Molecules: Glutathione Binding through Kendrick Mass Defect Analysis,"Hannah M. Hamontree, Patrick G. Hatcher",Journal of the American Society for Mass Spectrometry,https://doi.org/10.1021/jasms.5c00077,Hannah M. Hamontree; Patrick G. Hatcher,https://openalex.org/W4410326277
Photochemistry of Lake Taihu dissolved organic matter: Reactive species generation and effects on microcystin photodegradation,"Haishuo Wang, Xinke Tian, Jie Zhang, ... , Guoxiang Wang (n=6)",Journal of Water Process Engineering,https://doi.org/10.1016/j.jwpe.2025.108161,Haishuo Wang; Xinke Tian; Jie Zhang; Heyong Huang; Shiyin Li; Guoxiang Wang,https://openalex.org/W4411403172
Transformation of dissolved organic matter at molecular level during UV222/chlorine process,"Hu Chen-Yan, Jia-Nan Chen, Ling-Mei Gao, ... , Zheng-Yu Dong (n=10)",Journal of Water Process Engineering,https://doi.org/10.1016/j.jwpe.2025.109347,Hu Chen-Yan; Jia-Nan Chen; Ling-Mei Gao; Xiao-Cong Ma; Ming Zheng; Xiwei Yang; Jiaqi Yang; Tian-Hong Qiu; Hai-qing Ding; Zheng-Yu Dong,https://openalex.org/W7117142485
"Deciphering the optical properties and molecular composition of dissolved organic matter in estuarine constructed wetlands of Erhai Lake, Southwest China","Lei Xu, Jianlin Tang, Gang Wu, ... , Yansong Peng (n=10)",Journal of Water Process Engineering,https://doi.org/10.1016/j.jwpe.2025.108946,Lei Xu; Jianlin Tang; Gang Wu; Bangyao Zhong; Chongqing Yu; Aiwen Zhong; Qian Hu; Wei Liao; Tao Chen; Yansong Peng,https://openalex.org/W4415373850
Unraveling the molecular transformation of textile-dyeing wastewater DOM: A key to optimizing full-scale TDWW treatment performance,"Minru Liu, Xiaojun Niu, Zhenrong Lin, ... , Kai Li (n=8)",Journal of Water Process Engineering,https://doi.org/10.1016/j.jwpe.2025.107760,Minru Liu; Xiaojun Niu; Zhenrong Lin; Xuechang Ren; Kejing Fang; Zhihua Tang; Qizhe Fan; Kai Li,https://openalex.org/W4409783455
"Sodium percarbonate/Fe(II) pre-oxidation enhancing coagulation for shale oil flowback water decontamination: Identification, removal and transformation of dissolved organic matter","Siyi Zhang, Yongli He, Bo Yuan, ... , Wenshi Liu (n=6)",Journal of Water Process Engineering,https://doi.org/10.1016/j.jwpe.2025.107166,Siyi Zhang; Yongli He; Bo Yuan; Wanjin Hu; Lingli Li; Wenshi Liu,https://openalex.org/W4407149396
Molecular transformation of dissolved organic matter for shale gas flowback wastewater during ozonation treatment,"Yun Kong, Qingyun Zhou, Jiamiao Li, ... , Qi Chen (n=12)",Journal of Water Process Engineering,https://doi.org/10.1016/j.jwpe.2025.109097,Yun Kong; Qingyun Zhou; Jiamiao Li; Ziwei Zhou; Bin Wang; Wei Li; Yike Zhou; Yunjun Mei; Wenbin Hu; Xu Hui; Jin Shao; Qi Chen,https://openalex.org/W4416253062
Variation characteristics of dissolved organic matter along with functional microbes in a full-scale urban domestic wastewater treatment plant,"Yun Kong, Qingyun Zhou, Renjuan Wang, ... , Qi Chen (n=7)",Journal of Water Process Engineering,https://doi.org/10.1016/j.jwpe.2025.107626,Yun Kong; Qingyun Zhou; Renjuan Wang; Jiamiao Li; Jin Shao; Yimeng Fan; Qi Chen,https://openalex.org/W4409365455
Decipher the Persistence of Soil Dissolved Organic Matter Under Different Land Use Types Using Potential Molecular Transformations,"Aoping Mao, Jingming Zheng, Ziteng Wang, ... , Anning Miao (n=8)",Land Degradation and Development,https://doi.org/10.1002/ldr.70156,Aoping Mao; Jingming Zheng; Ziteng Wang; Fuhong Sun; Yimin Sang; Xiuyuan Chen; Yimiao Li; Anning Miao,https://openalex.org/W4413802697
Interdecadal Dynamics in the Chemodiversity of Soil Dissolved Organic Matter After the Conversion of Chinese Fir Plantations to Citrus Orchard,"Junquan Chen, Yanqi Guo, Xinyue Ma, ... , Qin Zhang (n=8)",Land Degradation and Development,https://doi.org/10.1002/ldr.70323,Junquan Chen; Yanqi Guo; Xinyue Ma; Lan Li; Guanjie Jiang; Long Peng; Taihui Zheng; Qin Zhang,https://openalex.org/W4416588284
Molecular evidence for depth‐dependent microbial transformation of dissolved organic matter into carboxyl‐rich alicyclic molecules in coastal marginal seas,"Yang Liu, Zhengguo Cui, Shulian Xie, Chao Ma, Yuqiu Wei",Limnology and Oceanography,https://doi.org/10.1002/lno.70306,Yang Liu; Zhengguo Cui; Shulian Xie; Chao Ma; Yuqiu Wei,https://openalex.org/W4417502193
