year,title,authors_short,all_authors,journal,doi,openalex_id
2016,Elucidating Proteoform Families from Proteoform Intact-Mass and Lysine-Count Measurements,"Michael R. Shortreed, Brian L. Frey, Mark Scalf et al. (n=6)",Michael R. Shortreed; Brian L. Frey; Mark Scalf; Rachel A. Knoener; Anthony J. Cesnik; Lloyd M. Smith,Journal of Proteome Research,https://doi.org/10.1021/acs.jproteome.5b01090,https://openalex.org/W2289907074
2016,"Identification of novel S-nitrosation sites in soluble guanylyl cyclase, the nitric oxide receptor","Annie Beuve, Changgong Wu, Chuanlong Cui et al. (n=9)",Annie Beuve; Changgong Wu; Chuanlong Cui; Tong Liu; Mohit Raja Jain; Can Huang; Lin Yan; Vladyslav Kholodovych; Hong Li,Journal of Proteomics,https://doi.org/10.1016/j.jprot.2016.02.009,https://openalex.org/W2277675332
2016,Symmetry of Charge Partitioning in Collisional and UV Photon-Induced Dissociation of Protein Assemblies,"Sem Tamara, Andrey Dyachenko, Kyle L. Fort et al. (n=6)",Sem Tamara; Andrey Dyachenko; Kyle L. Fort; Alexander Makarov; Richard A. Scheltema; Albert J. R. Heck,Journal of the American Chemical Society,https://doi.org/10.1021/jacs.6b05147,https://openalex.org/W2506227427
2016,21 Tesla Fourier Transform Ion Cyclotron Resonance Mass Spectrometer Greatly Expands Mass Spectrometry Toolbox,"Jared Shaw, Tzu‐Yung Lin, Franklin E. Leach et al. (n=8)",Jared Shaw; Tzu‐Yung Lin; Franklin E. Leach; Aleksey V. Tolmachev; Nikola Tolić; Errol Robinson; David Koppenaal; Ljiljana Paša‐Tolić,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1007/s13361-016-1507-9,https://openalex.org/W2530283553
2016,Analyses of Histone Proteoforms Using Front-end Electron Transfer Dissociation-enabled Orbitrap Instruments,"Lissa C. Anderson, Kelly R. Karch, Scott A. Ugrin et al. (n=9)",Lissa C. Anderson; Kelly R. Karch; Scott A. Ugrin; Mariel Coradin; A. Michelle English; Simone Sidoli; Jeffrey Shabanowitz; Benjamin A. García; Donald F. Hunt,Molecular & Cellular Proteomics,https://doi.org/10.1074/mcp.o115.053843,https://openalex.org/W2276177320
2016,Enhanced Purification of Ubiquitinated Proteins by Engineered Tandem Hybrid Ubiquitin-binding Domains (ThUBDs),"Yuan Gao, Yanchang Li, Chengpu Zhang et al. (n=19)",Yuan Gao; Yanchang Li; Chengpu Zhang; Mingzhi Zhao; Deng Chen; Qiuyan Lan; Zexian Liu; Na Su; Jingwei Wang; Feng Xu; Yongru Xu; Lingyan Ping; Lei Chang; Huiying Gao; Junzhu Wu; Yu Xue; Zixin Deng; Junmin Peng; Ping Xu,Molecular & Cellular Proteomics,https://doi.org/10.1074/mcp.m115.051839,https://openalex.org/W4255887143
2016,Mass spectrometry profiling of non-enzymatic deamidation of articular cartilage components suggests slower protein turnover in deep regions and in hips compared with knees,"M.-F. Hsueh, A. Khabut, Sven Kjellström et al. (n=7)",M.-F. Hsueh; A. Khabut; Sven Kjellström; Robert Zura; Michael P. Bolognesi; Patrik Önnerfjord; Virginia B. Kraus,Osteoarthritis and Cartilage,https://doi.org/10.1016/j.joca.2016.01.059,https://openalex.org/W2315702041
2016,Post-translational modifications of linker histone H1 variants in mammals,"T. Yu. Starkova, A. M. Polyanichko, Т. О. Артамонова et al. (n=7)",T. Yu. Starkova; A. M. Polyanichko; Т. О. Артамонова; М. А. Ходорковский; Е. И. Костылева; Е. В. Чихиржина; А. Н. Томилин,Physical Biology,https://doi.org/10.1088/1478-3975/aa551a,https://openalex.org/W2564726825
2016,Influence of carboxylation on osteocalcin detection by mass spectrometry,"Timothy P. Cleland, Corinne J. Thomas, Caren M. Gundberg et al. (n=4)",Timothy P. Cleland; Corinne J. Thomas; Caren M. Gundberg; Deepak Vashishth,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.7692,https://openalex.org/W2509108313
2016,"Versatile, sensitive liquid chromatography mass spectrometry – Implementation of 10 μm OT columns suitable for small molecules, peptides and proteins","Tore Vehus, Hanne Røberg‐Larsen, Jo Waaler et al. (n=7)",Tore Vehus; Hanne Røberg‐Larsen; Jo Waaler; Sigrid Aslaksen; Stefan Krauß; Steven Ray Wilson; Elsa Lundanes,Scientific Reports,https://doi.org/10.1038/srep37507,https://openalex.org/W2558084628
2016,Quantitative Histone H3 Modification Characterization of Differentiating Hematopoetic Murine Erythroleukemia (MEL) Cells Using Parallel Reaction Monitoring Mass Spectrometry,"Sonja Hess, Annie Moradian, Matthias Raedle et al. (n=4)",Sonja Hess; Annie Moradian; Matthias Raedle; Michael J. Sweredoski,The FASEB Journal,https://doi.org/10.1096/fasebj.30.1_supplement.586.5,https://openalex.org/W2891849392
2016,Thermodynamics and Mechanisms of Protonated Asparaginyl-Glycine Decomposition,"Georgia C. Boles, Ranran Wu, M. T. Rodgers et al. (n=4)",Georgia C. Boles; Ranran Wu; M. T. Rodgers; P. B. Armentrout,The Journal of Physical Chemistry B,https://doi.org/10.1021/acs.jpcb.6b03253,https://openalex.org/W2462496415
2016,Proteomics tools and mass spectrometry imaging techniques for the molecular characterization of pancreas,Isabella Piga,Isabella Piga,Use Siena air (University of Siena),,https://openalex.org/W2738475938
2017,探討公豬精漿中榖胱甘肽過氧化物酶 5 之氧化修飾,楊予旻,楊予旻,,,https://openalex.org/W3088512720
2017,Personalized proteomic profiles enabled by advances in mass spectrometry-based proteomics,A. Cristobal Gonzalez de Durana,A. Cristobal Gonzalez de Durana,,,https://openalex.org/W2731171699
2017,[P2–246]: NOVEL CSF FRAGMENTS OF TAU: CANDIDATE BIOMARKERS OF ALZHEIMER's DISEASE AND TAUOPATHIES,"Kina Höglund, Claudia Cicognola, Erik Portelius et al. (n=10)",Kina Höglund; Claudia Cicognola; Erik Portelius; Gunnar Brinkmalm; Zhentao Zheng; Oskar Hansson; Henrik Zetterberg; Keqiang Ye; Kaj Blennow; Johan Gobom,Alzheimer s & Dementia,https://doi.org/10.1016/j.jalz.2017.06.898,https://openalex.org/W2765419263
2017,A review on mass spectrometry-based quantitative proteomics: Targeted and data independent acquisition,"Veronika Vidová, Zdeněk Spáčil",Veronika Vidová; Zdeněk Spáčil,Analytica Chimica Acta,https://doi.org/10.1016/j.aca.2017.01.059,https://openalex.org/W2584220830
2017,Coupling matrix-assisted ionization with high resolution mass spectrometry and electron transfer dissociation to characterize intact proteins and post-translational modifications,"Bingming Chen, Christopher B. Lietz, Lingjun Li",Bingming Chen; Christopher B. Lietz; Lingjun Li,Analytical and Bioanalytical Chemistry,https://doi.org/10.1007/s00216-017-0611-4,https://openalex.org/W2754156063
2017,Triple-Stage Mass Spectrometry Unravels the Heterogeneity of an Endogenous Protein Complex,"Gili Ben‐Nissan, Mikhail E. Belov, David Morgenstern et al. (n=9)",Gili Ben‐Nissan; Mikhail E. Belov; David Morgenstern; Yishai Levin; Orly Dym; Galina Arkind; Carni Lipson; Alexander Makarov; Michal Sharon,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.7b00518,https://openalex.org/W2603495890
2017,IMTBX and Grppr: Software for Top-Down Proteomics Utilizing Ion Mobility-Mass Spectrometry,"Dmitry M. Avtonomov, Daniel A. Polasky, Brandon T. Ruotolo et al. (n=4)",Dmitry M. Avtonomov; Daniel A. Polasky; Brandon T. Ruotolo; Alexey I. Nesvizhskii,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.7b04999,https://openalex.org/W2776084199
2017,FRI0061 Identification of citrullination sites specific for peptidylarginine deiminase 2 (PAD2) and PAD4 in fibrinogen from synovial fluid of patients with rheumatoid arthritis,"Mayank Sharma, Dres Damgaard, Ladislav Šenolt et al. (n=7)",Mayank Sharma; Dres Damgaard; Ladislav Šenolt; Birte Svensson; ACB Jensen; CH Nielsen; Per Hägglund,Annals of the Rheumatic Diseases,https://doi.org/10.1136/annrheumdis-2017-eular.5950,https://openalex.org/W2754914719
2017,Simple strategies to enhance discovery of acetylation post-translational modifications by quadrupole-orbitrap LC-MS/MS,"Andrew J. Manning, Jiyoung Lee, Donald J. Wolfgeher et al. (n=5)",Andrew J. Manning; Jiyoung Lee; Donald J. Wolfgeher; Stephen J. Kron; Jean T. Greenberg,Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics,https://doi.org/10.1016/j.bbapap.2017.10.006,https://openalex.org/W2765313748
2017,Optimization of Acidic Post-translational Modification Detection and Natural Product Biosynthetic Enzyme Analysis with Dual Polarity nLC/FT-ICR Mass Spectrometry,Phillip J. McClory,Phillip J. McClory,Deep Blue (University of Michigan),,https://openalex.org/W2886558207
2017,Top-down and Middle-down Proteomics by Fourier Transform Ion Cyclotron Resonance Mass Spectrometry,,,DigiNole (Florida State University),,https://openalex.org/W7112146644
2017,Detection of peptides with intact phosphate groups using MALDI TOF/TOF and comparison with the ESI-MS/MS,"Medicharla V. Jagannadham, DB Kameshwari, Pratapa Gayathri et al. (n=4)",Medicharla V. Jagannadham; DB Kameshwari; Pratapa Gayathri; Ramakrishnan Nagaraj,European Journal of Mass Spectrometry,https://doi.org/10.1177/1469066717748115,https://openalex.org/W2779396409
2017,Differentially expressed proteins involved in acetylation of spermatozoa in infertile men with unilateral and bilateral varicocele,"Manesh Kumar Panner Selvam, Ashok Agarwal, Rakesh Sharma et al. (n=6)",Manesh Kumar Panner Selvam; Ashok Agarwal; Rakesh Sharma; Belinda Willard; Banu Gopalan; Edmund S. Sabanegh,Fertility and Sterility,https://doi.org/10.1016/j.fertnstert.2017.07.425,https://openalex.org/W2751421450
2017,Proteomic analysis reveals BAG6 and HIST1H2BA are potential sperm biomarker candidates in infertile men with primary and secondary infertility,"Paula Intasqui, Ashok Agarwal, Rakesh Sharma et al. (n=6)",Paula Intasqui; Ashok Agarwal; Rakesh Sharma; Luna Samanta; Edmund S. Sabanegh; Ricardo Pimenta Bertolla,Fertility and Sterility,https://doi.org/10.1016/j.fertnstert.2017.07.422,https://openalex.org/W2753643215
2017,Identification of Post-translational Modifications on Odorant-Binding Protein Isoforms from Pig Olfactory Secretome by High-Resolution Mass Spectrometry: O-β-N-acetylglucosaminylation and Phosphorylation,"Julien Bouclon, Chrystelle Le Danvic, Elodie Guettier et al. (n=7)",Julien Bouclon; Chrystelle Le Danvic; Elodie Guettier; Fabrice Bray; Caroline Tokarski; Christian Rolando; Patricia Nagnan‐Le Meillour,Frontiers in Ecology and Evolution,https://doi.org/10.3389/fevo.2017.00142,https://openalex.org/W2768802021
2017,Protein de novo sequencing by top-down and middle-down MS/MS: Limitations imposed by mass measurement accuracy and gaps in sequence coverage,"Lidong He, Chad R. Weisbrod, Alan G. Marshall",Lidong He; Chad R. Weisbrod; Alan G. Marshall,International Journal of Mass Spectrometry,https://doi.org/10.1016/j.ijms.2017.11.012,https://openalex.org/W2768998875
2017,Ultra-high resolution MALDI-FTICR-MSI analysis of intact proteins in mouse and human pancreas tissue,"Isabella Piga, Bram Heijs, Simone Nicolardi et al. (n=9)",Isabella Piga; Bram Heijs; Simone Nicolardi; Laura Giusti; Lorella Marselli; Piero Marchetti; Maria Rosa Mazzoni; Antonio Lucacchini; Liam A. McDonnell,International Journal of Mass Spectrometry,https://doi.org/10.1016/j.ijms.2017.11.001,https://openalex.org/W2767553029
2017,Exploiting charge differences for the analysis of challenging post-translational modifications by capillary electrophoresis-mass spectrometry,"Klaus Faserl, Bettina Sarg, Verena Maurer et al. (n=4)",Klaus Faserl; Bettina Sarg; Verena Maurer; Herbert Lindner,Journal of Chromatography A,https://doi.org/10.1016/j.chroma.2017.01.086,https://openalex.org/W2583750572
2017,Exploring ECD on a Benchtop Q Exactive Orbitrap Mass Spectrometer,"Kyle L. Fort, Christian N. Cramer, Valery G. Voinov et al. (n=7)",Kyle L. Fort; Christian N. Cramer; Valery G. Voinov; Yury V. Vasil’ev; Nathan I. Lopez; Joseph S. Beckman; Albert J. R. Heck,Journal of Proteome Research,https://doi.org/10.1021/acs.jproteome.7b00622,https://openalex.org/W2777900905
2017,Optimizing High-Resolution Mass Spectrometry for the Identification of Low-Abundance Post-Translational Modifications of Intact Proteins,"Lisa E. Kilpatrick, Eric L. Kilpatrick",Lisa E. Kilpatrick; Eric L. Kilpatrick,Journal of Proteome Research,https://doi.org/10.1021/acs.jproteome.7b00244,https://openalex.org/W2736337356
2017,High resolution top-down experimental strategies on the Orbitrap platform,"Kai Scheffler, Rosa Viner, Eugen Damoc",Kai Scheffler; Rosa Viner; Eugen Damoc,Journal of Proteomics,https://doi.org/10.1016/j.jprot.2017.03.028,https://openalex.org/W2605252935
2017,Intact Protein Analysis at 21 Tesla and X-Ray Crystallography Define Structural Differences in Single Amino Acid Variants of Human Mitochondrial Branched-Chain Amino Acid Aminotransferase 2 (BCAT2),"Lissa C. Anderson, M. Håkansson, Björn Walse et al. (n=4)",Lissa C. Anderson; M. Håkansson; Björn Walse; Carol L. Nilsson,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1007/s13361-017-1705-0,https://openalex.org/W2732516689
2017,Front-End Electron Transfer Dissociation Coupled to a 21 Tesla FT-ICR Mass Spectrometer for Intact Protein Sequence Analysis,"Chad R. Weisbrod, Nathan K. Kaiser, John E. P. Syka et al. (n=13)",Chad R. Weisbrod; Nathan K. Kaiser; John E. P. Syka; Lee Early; Christopher Mullen; Jean‐Jacques Dunyach; A. Michelle English; Lissa C. Anderson; Greg T. Blakney; Jeffrey Shabanowitz; Christopher L. Hendrickson; Alan G. Marshall; Donald F. Hunt,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1007/s13361-017-1702-3,https://openalex.org/W2736391238
2017,Analysis of Monoclonal Antibodies in Human Serum as a Model for Clinical Monoclonal Gammopathy by Use of 21 Tesla FT-ICR Top-Down and Middle-Down MS/MS,"Lidong He, Lissa C. Anderson, David R. Barnidge et al. (n=6)",Lidong He; Lissa C. Anderson; David R. Barnidge; David Murray; Christopher L. Hendrickson; Alan G. Marshall,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1007/s13361-017-1602-6,https://openalex.org/W2594148209
2017,Fourier Transform-Ion Cyclotron Resonance Mass Spectrometry as a Platform for Characterizing Multimeric Membrane Protein Complexes,"Jennifer L. Lippens, Michael Nshanian, Chris Spahr et al. (n=6)",Jennifer L. Lippens; Michael Nshanian; Chris Spahr; Pascal F. Egea; Joseph A. Loo; Iain D. G. Campuzano,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1007/s13361-017-1799-4,https://openalex.org/W2761470697
2017,"Analysis of Proteins, Protein Complexes, and Organellar Proteomes Using Sheathless Capillary Zone Electrophoresis - Native Mass Spectrometry","Arseniy M. Belov, Rosa Viner, Márcia Rodrigues dos Santos et al. (n=7)",Arseniy M. Belov; Rosa Viner; Márcia Rodrigues dos Santos; David M. Horn; Marshall Bern; Barry L. Karger; Alexander R. Ivanov,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1007/s13361-017-1781-1,https://openalex.org/W2752396658
2017,Novel detection of post-translational modifications in human monocyte-derived dendritic cells after chronic alcohol exposure: Role of inflammation regulator H4K12ac,"Tiyash Parira, Gloria Figueroa, Alejandra Laverde et al. (n=7)",Tiyash Parira; Gloria Figueroa; Alejandra Laverde; Gianna Casteleiro; Mario E. Gomez Hernandez; Francisco Fernández-Lima; Marisela Agudelo,Scientific Reports,https://doi.org/10.1038/s41598-017-11172-6,https://openalex.org/W2750840882
2017,A “Tail” of Unusual Histone H2A Variants in Bdelloid Rotifers,"Miracline Ebijoyeldhas, Alexander C. Jones, Marjan Boerma et al. (n=7)",Miracline Ebijoyeldhas; Alexander C. Jones; Marjan Boerma; Stephanie D. Byrum; Lisa Orr; Alan J. Tackett; Andrew Schurko,The FASEB Journal,https://doi.org/10.1096/fasebj.31.1_supplement.755.3,https://openalex.org/W4389019495
2017,Pushing the limits of two-dimensional mass spectrometry,Federico Floris,Federico Floris,Warwick Research Archive Portal (University of Warwick),,https://openalex.org/W2804703277
2018,Differential modulation of S-nitrosoproteome of Paracoccidioides brasiliensis by Nitric Oxide: change in S-nitrosylation levels and fungal redox status.,"Marina Valente Navarro, Alison Felipe Alencar Chaves",Marina Valente Navarro; Alison Felipe Alencar Chaves,,https://doi.org/10.26226/morressier.5ac39996d462b8028d89a047,https://openalex.org/W4212786877
2018,Structural Analysis of Monoclonal Antibodies by Ultrahigh Resolution MALDI In-Source Decay FT-ICR Mass Spectrometry,"Yuri E. M. van der Burgt, David P. A. Kilgour, Yury O. Tsybin et al. (n=8)",Yuri E. M. van der Burgt; David P. A. Kilgour; Yury O. Tsybin; Kristina Srzentić; Luca Fornelli; Alain Beck; Manfred Wuhrer; Simone Nicolardi,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.8b04515,https://openalex.org/W2905767358
2018,"High Speed Intact Protein Characterization Using 4X Frequency Multiplication, Ion Trap Harmonization, and 21 Tesla FTICR-MS","Jared Shaw, Mikhail V. Gorshkov, Qinghao Wu et al. (n=4)",Jared Shaw; Mikhail V. Gorshkov; Qinghao Wu; Ljiljana Paša‐Tolić,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.7b04606,https://openalex.org/W2796085448
2018,Sequencing Grade Tandem Mass Spectrometry for Top–Down Proteomics Using Hybrid Electron Capture Dissociation Methods in a Benchtop Orbitrap Mass Spectrometer,"Jared Shaw, Neha Malhan, Yury V. Vasil’ev et al. (n=7)",Jared Shaw; Neha Malhan; Yury V. Vasil’ev; Nathan I. Lopez; Alexander Makarov; Joseph S. Beckman; Valery G. Voinov,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.8b01901,https://openalex.org/W2886934807
2018,Fourier Transform-Ion Mobility-Orbitrap Mass Spectrometer: A Next-Generation Instrument for Native Mass Spectrometry,"Michael L. Poltash, Jacob W. McCabe, Mehdi Shirzadeh et al. (n=6)",Michael L. Poltash; Jacob W. McCabe; Mehdi Shirzadeh; Arthur Laganowsky; Brian H. Clowers; David H. Russell,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.8b02463,https://openalex.org/W2886952883
2018,Maximizing Sequence Coverage in Top-Down Proteomics By Automated Multimodal Gas-Phase Protein Fragmentation,"Pavel V. Shliaha, Sebastian Gibb, Vladimir Gorshkov et al. (n=10)",Pavel V. Shliaha; Sebastian Gibb; Vladimir Gorshkov; Malena Schack Jespersen; G.R. Andersen; Derek J. Bailey; Jacob H. Schwartz; Shannon Eliuk; Veit Schwämmle; Ole N. Jensen,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.8b02344,https://openalex.org/W2893230899
2018,Differential Ion Mobility Separations/Mass Spectrometry with High Resolution in Both Dimensions,"Matthew A. Baird, Gordon Anderson, Pavel V. Shliaha et al. (n=5)",Matthew A. Baird; Gordon Anderson; Pavel V. Shliaha; Ole N. Jensen; Alexandre A. Shvartsburg,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.8b04518,https://openalex.org/W2905265850
2018,LC/MS‐based Intact IgG and Released Glycan Analysis for Bioprocessing Applications,"Tianhua Wang, Kong Meng Hoi, Henning Stöckmann et al. (n=11)",Tianhua Wang; Kong Meng Hoi; Henning Stöckmann; Corrine Wan; Lyn Chiin Sim; Noor Hayati Bte Kamari Shi Jie Tay; Ce Huang Poo; Susanto Woen; Yuangsheng Yang; Peiqing Zhang; Pauline M. Rudd,Biotechnology Journal,https://doi.org/10.1002/biot.201700185,https://openalex.org/W2792870747
2018,Epiproteomic Landscape and Histone Code of Cutaneous T-Cell Lymphoma/Sézary Syndrome,"Özlem Önder, Rui Wu, Maria Wysocka et al. (n=10)",Özlem Önder; Rui Wu; Maria Wysocka; Paul Haun; Ellen Kim; Benjamin A. Garcia; David W. Bahler; Alain H. Rook; Megan S. Lim; Kojo S.J. Elenitoba‐Johnson,Blood,https://doi.org/10.1182/blood-2018-99-115347,https://openalex.org/W2912237148
2018,Abstract 2693: Mass spectrometric approach to identify N-glycosylation of light chain in patients with immunoglobulin light chain amyloidosis (AL),"Sanjay Kumar, Angela Dispenzieri, Surendra Dasari et al. (n=9)",Sanjay Kumar; Angela Dispenzieri; Surendra Dasari; Paolo Milani; Giampaolo Merlini; MeLea Hetrick; David R. Barnidge; Benjamin Madden; David Murray,Cancer Research,https://doi.org/10.1158/1538-7445.am2018-2693,https://openalex.org/W2885244535
2018,Femtosecond laser-induced dissociation (fs-LID) as an activation method in mass spectrometry,"Christian Neidel, Andreas Kuehn, C. P. Schulz et al. (n=6)",Christian Neidel; Andreas Kuehn; C. P. Schulz; I. V. Hertel; Michael Linscheid; Thomas Schultz,Chemical Physics,https://doi.org/10.1016/j.chemphys.2018.05.008,https://openalex.org/W2803153026
2018,Identification of the Potential Bio-active Proteins Associated with Wound Healing Properties in Snakehead Fish (Channa striata) Mucus,"Soon Hong Kwan, Mohd Nazri Ismail",Soon Hong Kwan; Mohd Nazri Ismail,Current Proteomics,https://doi.org/10.2174/1570164615666180717143418,https://openalex.org/W2884406906
2018,Applications of 21 Tesla FT-ICR Top-down Proteomics in Clinical Research and Diagnosis,,,DigiNole (Florida State University),,https://openalex.org/W7113033258
2018,Characterization of Nitrophospholipid‐Peptide Covalent Adducts by Electrospray Tandem Mass Spectrometry: A First Screening Analysis Using Different Instrumental Platforms,"Javier‐Fernando Montero‐Bullón, Tânia Melo, M. Rosário Domingues et al. (n=4)",Javier‐Fernando Montero‐Bullón; Tânia Melo; M. Rosário Domingues; Pedro Domíngues,European Journal of Lipid Science and Technology,https://doi.org/10.1002/ejlt.201800101,https://openalex.org/W2893770488
2018,Thymosin fraction 5 re-evaluated after 35 years by high-resolution mass spectrometry,"Ewald Hannappel, Federica Iavarone, Massimo Castagnola",Ewald Hannappel; Federica Iavarone; Massimo Castagnola,Expert Opinion on Biological Therapy,https://doi.org/10.1080/14712598.2018.1474196,https://openalex.org/W2885127105
2018,Thymosin fraction 5 re-evaluated after 35 years by high-resolution mass spectrometry,"Ewald Hannappel, Federica Iavarone, Massimo Castagnola",Ewald Hannappel; Federica Iavarone; Massimo Castagnola,Figshare,https://doi.org/10.6084/m9.figshare.6885167,https://openalex.org/W4394557746
2018,Peptidomic investigation of Neoponera villosa venom by high-resolution mass spectrometry: seasonal and nesting habitat variations,"Camila Takeno Cologna, Renata Santos Rodrigues, Jean Carlos Santos et al. (n=6)",Camila Takeno Cologna; Renata Santos Rodrigues; Jean Carlos Santos; Edwin De Pauw; Eliane Candiani Arantes; Loïc Quinton,Figshare,https://doi.org/10.6084/m9.figshare.6045347,https://openalex.org/W4394153224
2018,An Extensive Description of the Peptidomic Repertoire of the Hen Egg Yolk Plasma,"Simona Arena, Andrea Scaloni",Simona Arena; Andrea Scaloni,Journal of Agricultural and Food Chemistry,https://doi.org/10.1021/acs.jafc.8b01183,https://openalex.org/W2794035426
2018,Neuropeptidomics of the Rat Habenular Nuclei,"Ning Yang, Krishna D. B. Anapindi, Stanislav S. Rubakhin et al. (n=8)",Ning Yang; Krishna D. B. Anapindi; Stanislav S. Rubakhin; Pingli Wei; Qing Yu; Lingjun Li; Paul J. Kenny; Jonathan V. Sweedler,Journal of Proteome Research,https://doi.org/10.1021/acs.jproteome.7b00811,https://openalex.org/W2792343619
2018,"Comprehensive identification of protein disulfide bonds with pepsin/trypsin digestion, Orbitrap HCD and Spectrum Identification Machine","Chuanlong Cui, Tong Liu, Tong Chen et al. (n=9)",Chuanlong Cui; Tong Liu; Tong Chen; Johanna Lu; Ian Casaren; Diogo Borges Lima; Paulo C. Carvalho; Annie Beuve; Hong Li,Journal of Proteomics,https://doi.org/10.1016/j.jprot.2018.12.010,https://openalex.org/W2904893816
2018,Application of Tandem Two-Dimensional Mass Spectrometry for Top-Down Deep Sequencing of Calmodulin,"Federico Floris, Lionel Chiron, Alice M. Lynch et al. (n=6)",Federico Floris; Lionel Chiron; Alice M. Lynch; Mark P. Barrow; Marc‐André Delsuc; Peter B. O’Connor,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1007/s13361-018-1978-y,https://openalex.org/W2807480628
2018,Comprehensive Characterization of Swine Cardiac Troponin T Proteoforms by Top-Down Mass Spectrometry,"Ziqing Lin, Fang Guo, Zachery R. Gregorich et al. (n=8)",Ziqing Lin; Fang Guo; Zachery R. Gregorich; Rui-Xiang Sun; Han Zhang; Yang Hu; Dhanansayan Shanmuganayagam; Ying Ge,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1007/s13361-018-1925-y,https://openalex.org/W2796967793
2018,MetaUniDec: High-Throughput Deconvolution of Native Mass Spectra,"Deseree Reid, Jessica M. Diesing, Matthew A. Miller et al. (n=7)",Deseree Reid; Jessica M. Diesing; Matthew A. Miller; Scott Michael Perry; Jessica A. Wales; W.R. Montfort; Michael T. Marty,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1007/s13361-018-1951-9,https://openalex.org/W2800250383
2018,Distinguishing Sulfotyrosine Containing Peptides from their Phosphotyrosine Counterparts Using Mass Spectrometry,"Guangming Chen, Yixiang Zhang, Jonathan C. Trinidad et al. (n=4)",Guangming Chen; Yixiang Zhang; Jonathan C. Trinidad; Charles E. Dann,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1007/s13361-017-1854-1,https://openalex.org/W2782878473
2018,A<i>Caenorhabditis elegans</i>Mass Spectrometric Resource for Neuropeptidomics,"Sven Van Bael, Sven Zels, Kurt Boonen et al. (n=6)",Sven Van Bael; Sven Zels; Kurt Boonen; Isabel Beets; Liliane Schoofs; Liesbet Temmerman,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1007/s13361-017-1856-z,https://openalex.org/W2782067321
2018,An integrated native mass spectrometry and top-down proteomics method that connects sequence to structure and function of macromolecular complexes,"Huilin Li, Hong Hanh Nguyen, Rachel R. Ogorzalek Loo et al. (n=5)",Huilin Li; Hong Hanh Nguyen; Rachel R. Ogorzalek Loo; Iain D. G. Campuzano; Joseph A. Loo,Nature Chemistry,https://doi.org/10.1038/nchem.2908,https://openalex.org/W2781755425
2018,The use of in-strip digestion for fast proteomic analysis on tear fluid from dry eye patients,"Zhu Huang, Chixin Du, Xiao-Dong Pan",Zhu Huang; Chixin Du; Xiao-Dong Pan,PLoS ONE,https://doi.org/10.1371/journal.pone.0200702,https://openalex.org/W2885687748
2018,Middle‐Down Characterization of the Cell Cycle Dependence of Histone H4 Posttranslational Modifications and Proteoforms,"Tingting Jiang, Michael E. Hoover, Matthew V. Holt et al. (n=6)",Tingting Jiang; Michael E. Hoover; Matthew V. Holt; Michael A. Freitas; Alan G. Marshall; Nicolas L. Young,PROTEOMICS,https://doi.org/10.1002/pmic.201700442,https://openalex.org/W2800060138
2018,Chemical tools for the study of N-glycosylation in protozoan parasites,Jessica Grace Morgan Bevan,Jessica Grace Morgan Bevan,Repositório da Universidade de Lisboa (University of Lisbon),,https://openalex.org/W2950505419
2018,Peptide identifications and false discovery rates using different mass spectrometry platforms,"Krishna D. B. Anapindi, Elena V. Romanova, Bruce R. Southey et al. (n=4)",Krishna D. B. Anapindi; Elena V. Romanova; Bruce R. Southey; Jonathan V. Sweedler,Talanta,https://doi.org/10.1016/j.talanta.2018.01.062,https://openalex.org/W2790067325
2018,Enzyme-containing spin membranes for rapid digestion and characterization of single proteins,"Weijing Liu, Yongle Pang, Hui Yin Tan et al. (n=7)",Weijing Liu; Yongle Pang; Hui Yin Tan; Nitin Patel; Gia Jokhadze; Adrian Guthals; Merlin L. Bruening,The Analyst,https://doi.org/10.1039/c8an00969d,https://openalex.org/W2883959841
2018,Développement de méthodes séparatives pour la caractérisation d’une glycoprotéine intacte : application à l’hormone chorionique gonadotrophine humaine,Julien Camperi,Julien Camperi,theses.fr (ABES),,https://openalex.org/W2901838967
