year,title,authors_short,all_authors,journal,doi,subdisciplines,n_subdisciplines
2024,Photolysis of Dissolved Organic Matter over Hematite Nanoplatelets,"Xiaopeng Huang, Duo Song, Qian Zhao et al. (n=13)",Xiaopeng Huang; Duo Song; Qian Zhao; Robert Young; Ying Chen; Éric Walter; Nabajit Lahiri; Sandra D. Taylor; Zhe-Ming Wang; Kirsten Hofmockel; Fernando L. Rosario‐Ortiz; Gregory V. Lowry; Kevin M. Rosso,Environmental Science & Technology,https://doi.org/10.1021/acs.est.3c08752,biogeochem_carbon; methods_instrumentation,2
2024,Characterization of the Bioavailability of Per- and Polyfluoroalkyl Substances in Farmland Soils and the Factors Impacting Their Translocation to Edible Plant Tissues,"Lina Shen, Jian Zhou, Yujing Ma et al. (n=9)",Lina Shen; Jian Zhou; Yujing Ma; Qian Su; Heshun Mao; Eryuan Su; Kuok Ho Daniel Tang; Tiecheng Wang; Lingyan Zhu,Environmental Science & Technology,https://doi.org/10.1021/acs.est.4c04009,atmosphere_aerosol; biogeochem_carbon; soil_terrestrial,3
2024,Long-Term Photochemical and Microbial Alterations Lead to the Compositional Convergence of Algal and Terrestrial Dissolved Organic Matter,"ShiLin An, Yingxun Du, XiuLin Huang et al. (n=9)",ShiLin An; Yingxun Du; XiuLin Huang; YueHan Lu; Zhendu Mao; LiMei Shi; James B. Cotner; Peng Xing; Yunlin Zhang,Environmental Science & Technology,https://doi.org/10.1021/acs.est.4c07307,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; freshwater_lake; marine; microbial_coupling; soil_terrestrial,7
2024,Relating Molecular Properties to the Persistence of Marine Dissolved Organic Matter with Liquid Chromatography–Ultrahigh-Resolution Mass Spectrometry,"Rene Boiteau, Yuri Corilo, William Kew et al. (n=7)",Rene Boiteau; Yuri Corilo; William Kew; Christian Dewey; Maria Cristina Alvarez Rodriguez; Craig A. Carlson; Tim M. Conway,Environmental Science & Technology,https://doi.org/10.1021/acs.est.3c08245,biogeochem_carbon; estuary_coastal; marine; methods_instrumentation,4
2024,The Hunt for Chemical Dark Matter across a River-to-Ocean Continuum,"Ruanhong Cai, Piao Yao, Yuanbi Yi et al. (n=6)",Ruanhong Cai; Piao Yao; Yuanbi Yi; Julian Merder; Penghui Li; Ding He,Environmental Science & Technology,https://doi.org/10.1021/acs.est.4c00648,biogeochem_carbon; estuary_coastal; freshwater_river; marine; microbial_coupling,5
2024,Natural Disinfection-like Process Unveiled in Soil Microenvironments by Enzyme-Catalyzed Chlorination,"Xiangyu Zhu, Kun Wang, Congcong Liu et al. (n=10)",Xiangyu Zhu; Kun Wang; Congcong Liu; Yajing Wu; Enhui Wu; Jitao Lv; Xin Xiao; Xiaoying Zhu; Chiheng Chu; Baoliang Chen,Environmental Science & Technology,https://doi.org/10.1021/acs.est.3c07924,biogeochem_carbon; soil_terrestrial; wastewater_drinking,3
2024,Enhancing Molecular Characterization of Dissolved Organic Matter by Integrative Direct Infusion and Liquid Chromatography Nontargeted Workflows,"Jessica Patrone, Maria Vila‐Costa, Jordi Dachs et al. (n=6)",Jessica Patrone; Maria Vila‐Costa; Jordi Dachs; Stefano Papazian; Pablo Gago-Ferrero; Rubén Gil‐Solsona,Environmental Science & Technology,https://doi.org/10.1021/acs.est.4c00876,biogeochem_carbon; freshwater_lake; freshwater_river; marine; methods_instrumentation; wastewater_drinking,6
2024,Regular Tetrahedron Model for the Assessment of High-Resolution Mass Spectrometry Data of Four-Way Fractionated Dissolved Organic Matter,"Junjie Qiu, Fan Lü, Li Xiao et al. (n=6)",Junjie Qiu; Fan Lü; Li Xiao; Hua Zhang; Bin Xu; Pinjing He,Environmental Science & Technology,https://doi.org/10.1021/acs.est.4c01936,biogeochem_carbon; estuary_coastal; marine; wastewater_drinking,4
2024,Molecular-scale investigation on the photochemical transformation of dissolved organic matter after immobilization by iron minerals with FT-ICR MS,"Yongcan Jiang, Yi Wang, Yinlong Shao et al. (n=8)",Yongcan Jiang; Yi Wang; Yinlong Shao; Dong Yang; Minli Guo; Yu Wen; Hong Tang; Guanglong Liu,Environmental Science Processes & Impacts,https://doi.org/10.1039/d4em00288a,biogeochem_carbon; estuary_coastal; marine; microbial_coupling,4
2024,The molecular diversity of dissolved organic matter in forest streams across central Canadian boreal watersheds,"Vaughn Mangal, Wai Yi Lam, Erik J. S. Emilson et al. (n=5)",Vaughn Mangal; Wai Yi Lam; Erik J. S. Emilson; Robert Mackereth; Carl P. J. Mitchell,Environmental Science Processes & Impacts,https://doi.org/10.1039/d3em00305a,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; freshwater_river; marine; microbial_coupling; soil_terrestrial; wetland_peatland,8
2024,Short‐term crop residue amendments altered the chemodiversity and thermodynamic stability of dissolvable organic matter in paddy soil,"Shuotong Chen, Xin Xia, Feng Xiao et al. (n=5)",Shuotong Chen; Xin Xia; Feng Xiao; Qingmei Lin; Genxing Pan,European Journal of Soil Science,https://doi.org/10.1111/ejss.70027,biochar_black_carbon; biogeochem_carbon; disturbance_anthropogenic; soil_terrestrial; wetland_peatland,5
2024,"Storm-driven hydrological, seasonal, and land use/land cover impact on dissolved organic matter dynamics in a mid-Atlantic, USA coastal plain river system characterized by 21 T FT-ICR mass spectrometry","Tianyin Ouyang, Amy M. McKenna, Andrew S. Wozniak",Tianyin Ouyang; Amy M. McKenna; Andrew S. Wozniak,Frontiers in Environmental Science,https://doi.org/10.3389/fenvs.2024.1379238,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_lake; freshwater_river; marine; methods_instrumentation; soil_terrestrial,8
2024,"Molecular characteristics of dissolved organic matter in the porewater of ""Challenger"" Deep sediments, Mariana Trench","Kexin Zheng, Tingcang Hu, Min Luo et al. (n=7)",Kexin Zheng; Tingcang Hu; Min Luo; Linying Chen; Yulin Qi; Jingqian Xie; Duofu Chen,Frontiers in Marine Science,https://doi.org/10.3389/fmars.2024.1469547,atmosphere_aerosol; biogeochem_carbon; freshwater_lake; marine; microbial_coupling; sediment_porewater,6
2024,Different dissolved organic matter sources sustain microbial life in a sandy beach subterranean estuary – an incubation study,"Grace Abarike, Simone Brick, Bert Engelen et al. (n=4)",Grace Abarike; Simone Brick; Bert Engelen; Jutta Niggemann,Frontiers in Marine Science,https://doi.org/10.3389/fmars.2024.1501781,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; groundwater; marine; microbial_coupling; sediment_porewater; soil_terrestrial,8
2024,Machine-learning based approach to examine ecological processes influencing the diversity of riverine dissolved organic matter composition,"Moritz Müller, Juliana D’Andrilli, Victoria Silverman et al. (n=11)",Moritz Müller; Juliana D’Andrilli; Victoria Silverman; Raven L. Bier; Malcolm A. Barnard; Miko Chang May Lee; Florina Stephanie Richard; Andrew J. Tanentzap; Jianjun Wang; Michaela L. de Melo; YueHan Lu,Frontiers in Water,https://doi.org/10.3389/frwa.2024.1379284,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; freshwater_river; marine; microbial_coupling; sediment_porewater; soil_terrestrial,8
2024,Characterizing molecular fingerprint of dissolved organic matter shaped by natural and anthropogenic factors in a large macrophytic shallow lake wetland,"Shengwu Yuan, Yiping Xu, Pengfei Wang et al. (n=12)",Shengwu Yuan; Yiping Xu; Pengfei Wang; Ruili Xie; Jiaqi Hu; Zhenghui Fu; Kun Wang; Shuhang Wang; Xia Jiang; Kaifeng Rao; Mei Ma; Zijian Wang,Frontiers of Environmental Science & Engineering,https://doi.org/10.1007/s11783-025-1951-5,estuary_coastal; freshwater_lake; marine; soil_terrestrial; wetland_peatland,5
2024,Multiple effects of iron oxides on the adsorption and oxidation of dissolved organic matter by manganese oxides,"Zecong Ding, Shiwen Hu, Lanlan Zhu et al. (n=7)",Zecong Ding; Shiwen Hu; Lanlan Zhu; Jiang Xiao; Qianting Ye; Tongxu Liu; Zhenqing Shi,Geochimica et Cosmochimica Acta,https://doi.org/10.1016/j.gca.2024.08.017,estuary_coastal; marine,2
2024,Molecular transformation of petroleum compounds by hydroxyl radicals produced upon oxidation of reduced nontronite,"Yuan Liu, Yahe Zhang, Guo Chen et al. (n=8)",Yuan Liu; Yahe Zhang; Guo Chen; Yang Li; Qiang Zeng; Jinglong Hu; Dafu Hu; Hailiang Dong,Geochimica et Cosmochimica Acta,https://doi.org/10.1016/j.gca.2024.02.019,biogeochem_carbon; freshwater_lake; petroleum_fossil,3
2024,Multi-tracer evidence of hydrology and primary production controls on dissolved organic matter composition and stability in the semi-arid aquatic continuum,"Mingyu Shao, Zaihua Liu, Hailong Sun et al. (n=12)",Mingyu Shao; Zaihua Liu; Hailong Sun; Haibo He; Qiang Li; Sibo Zeng; Junyao Yan; Yan Fang; Qiufang He; Hailong Liu; Liangxing Shi; Chaowei Lai,Geochimica et Cosmochimica Acta,https://doi.org/10.1016/j.gca.2024.09.015,disturbance_anthropogenic; estuary_coastal; marine,3
2024,Invariable selection of compounds from organic matter by stream microbes,"Jörg Tittel, Volker Lüderitz, Sabine Radke et al. (n=5)",Jörg Tittel; Volker Lüderitz; Sabine Radke; Yvonne Rosenlöcher; Oliver J. Lechtenfeld,Geochimica et Cosmochimica Acta,https://doi.org/10.1016/j.gca.2024.12.003,biogeochem_carbon; cryosphere; estuary_coastal; freshwater_lake; freshwater_river; marine; microbial_coupling; soil_terrestrial; wetland_peatland,9
2024,Biochar mediates nitrogen investment strategy involved in Chinese fir growth as revealed by molecular information on soil dissolved organic matter,"Youtao Si, Yapei Ma, Hui Chen et al. (n=8)",Youtao Si; Yapei Ma; Hui Chen; Fei Ge; Hongliang Ma; Ren Gao; Yunfeng Yin; Julian Merder,Geoderma,https://doi.org/10.1016/j.geoderma.2024.116822,atmosphere_aerosol; biochar_black_carbon; biogeochem_carbon; soil_terrestrial; wetland_peatland,5
2024,Lambda-PFLOTRAN 1.0: a workflow for incorporating organic matter chemistry informed by ultra high resolution mass spectrometry into biogeochemical modeling,"Katherine A. Muller, Peishi Jiang, Glenn Hammond et al. (n=13)",Katherine A. Muller; Peishi Jiang; Glenn Hammond; Tasneem Ahmadullah; Hyun‐Seob Song; Ravi Kukkadapu; Nicholas Ward; Madison Bowe; Rosalie Chu; Qian Zhao; Vanessa Garayburu‐Caruso; Alan Roebuck; Xingyuan Chen,Geoscientific model development,https://doi.org/10.5194/gmd-17-8955-2024,atmosphere_aerosol; biogeochem_carbon; groundwater; methods_instrumentation; microbial_coupling; soil_terrestrial,6
2024,Linking Dissolved Organic Matter Composition to Landscape Properties in Wetlands Across the United States of America,"Martin R. Kurek, Kimberly P. Wickland, Natalie Nichols et al. (n=13)",Martin R. Kurek; Kimberly P. Wickland; Natalie Nichols; Amy M. McKenna; Steven M. Anderson; M. Dornblaser; Nikaan Koupaei‐Abyazani; Brett A. Poulin; Sheel Bansal; Jason B. Fellman; Gregory K. Druschel; Emily S. Bernhardt; Robert G. M. Spencer,Global Biogeochemical Cycles,https://doi.org/10.1029/2023gb007917,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; sediment_porewater; soil_terrestrial; wetland_peatland,6
2024,FT-ICR MS Spectral Improvement of Dissolved Organic Matter by the Absorption Mode: A Comparison of the Electrospray Ionization in Positive-Ion and Negative-Ion Modes,"学 藤井, Manabu Fujii",学 藤井; Manabu Fujii,Institutional Repositories DataBase (IRDB),,biogeochem_carbon; methods_instrumentation,2
2024,Lignocellulose biodegradation to humic substances in cow manure-straw composting: Characterization of dissolved organic matter and microbial community succession,"Xiaoya Qin, Wenyu Huang, Qunliang Li",Xiaoya Qin; Wenyu Huang; Qunliang Li,International Journal of Biological Macromolecules,https://doi.org/10.1016/j.ijbiomac.2024.137758,microbial_coupling,1
2024,Transformation characteristics of dissolved organic matter in landfill leachate nanofiltrated concentrate during ozonation-based advanced oxidation systems,"Min Bao, Feiyan Fang, Xi Luo et al. (n=4)",Min Bao; Feiyan Fang; Xi Luo; Qibin Li,Journal of environmental chemical engineering,https://doi.org/10.1016/j.jece.2024.112076,biogeochem_carbon; wastewater_drinking,2
2024,Structure and composition of dissolved organic matters in sludge by ultrasonic treatment,"Jie Zhang, Zeqing Long, Xiaoyang Liu et al. (n=6)",Jie Zhang; Zeqing Long; Xiaoyang Liu; Hui He; Guangming Zhang; Yu Tian,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2024.120589,biogeochem_carbon; methods_instrumentation; wastewater_drinking,3
2024,Molecular transformation of dissolved organic matter in manganese ore-mediated constructed wetlands for fresh leachate treatment,"Md. Hasibur Rahaman, Tong Yang, Zhongyi Zhang et al. (n=7)",Md. Hasibur Rahaman; Tong Yang; Zhongyi Zhang; Wenbo Liu; Zhongbing Chen; Jacek Mąkinia; Jun Zhai,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2024.120834,biogeochem_carbon; wastewater_drinking; wetland_peatland,3
2024,Different impacts of natural and anthropogenic factors on dissolved organic matter chemistry in coastal rivers: Implications for water management,"Lu Huang, Qianli Luo, Gangjian Wei et al. (n=10)",Lu Huang; Qianli Luo; Gangjian Wei; Zhengbo Jia; Kaifeng Sun; Changjin Zhao; Mengdi Yang; Huaiyang Fang; Zhongya Fan; Fantang Zeng,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2024.122236,atmosphere_aerosol; estuary_coastal; freshwater_river; marine,4
2024,Activation of iron oxide minerals in an aquifer by humic acid to promote adsorption of organic molecules,"Xuelian Xia, Xu Han, Yuanzheng Zhai",Xuelian Xia; Xu Han; Yuanzheng Zhai,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2024.120543,groundwater,1
2024,Exploring the zero-valent iron (ZVI) mediated transformation of dissolved organic nitrogen (DON) in anammox system using FT-ICR MS and fluorescence spectroscopy,"Xuepeng Fan, Li Zhang, Shiwei Hao et al. (n=6)",Xuepeng Fan; Li Zhang; Shiwei Hao; Yongzhen Peng; Jiachun Yang; Shou‐Qing Ni,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2024.122034,biogeochem_carbon; microbial_coupling; wastewater_drinking,3
2024,Deciphering the composition and degradation of dissolved organic matter in a large subtropical river using optical indices and high-resolution FT-ICR-MS,"Yufan Wang, Wenyi Zhang, Fu‐Tao Fang et al. (n=7)",Yufan Wang; Wenyi Zhang; Fu‐Tao Fang; Zhihao Zhang; ⎜Zhuoyi Zhu; Liyang Yang; Wan-E Zhuang,Journal of Environmental Sciences,https://doi.org/10.1016/j.jes.2024.12.005,biogeochem_carbon; estuary_coastal; freshwater_river; marine,4
2024,Hydrothermal temperature-dependent compositions and copper complexing behaviors of hydrochar-derived dissolved organic matter: Insights from FT-ICR MS and multi-spectroscopic analysis,"Bingfa Chen, Xincai Gu, Muhua Feng et al. (n=9)",Bingfa Chen; Xincai Gu; Muhua Feng; Yanfang Feng; Bingyu Wang; Bensheng You; Jingcheng Zheng; Hong Liu; Shiqun Han,Journal of Environmental Sciences,https://doi.org/10.1016/j.jes.2024.07.020,biogeochem_carbon; estuary_coastal; marine,3
2024,Molecular characteristics of dissolved organic phosphorus in watershed runoff: Coupled influences of land use and precipitation,"Zhanyao Shi, Yao Du, Hongni Liu et al. (n=6)",Zhanyao Shi; Yao Du; Hongni Liu; Yamin Deng; Yiqun Gan; Xianjun Xie,Journal of Environmental Sciences,https://doi.org/10.1016/j.jes.2024.01.022,atmosphere_aerosol; disturbance_anthropogenic; estuary_coastal; marine; soil_terrestrial,5
2024,Assessing the Impacts of Reservoirs on Riverine Dissolved Organic Matter: Insights From the Largest Reservoir in the Pearl River,"Yuanbi Yi, Si‐Liang Li, Jun Zhong et al. (n=11)",Yuanbi Yi; Si‐Liang Li; Jun Zhong; Kai Wang; Julian Merder; Hongyan Bao; Yulin Qi; Ding He; Sheng Xu; Thorsten Dittmar; Cong‐Qiang Liu,Journal of Geophysical Research Biogeosciences,https://doi.org/10.1029/2024jg008199,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; freshwater_lake; freshwater_river; marine; microbial_coupling,7
2024,Eroding Permafrost Coastlines Release Biodegradable Dissolved Organic Carbon to the Arctic Ocean,"Emily Bristol, Megan I. Behnke, Robert G. M. Spencer et al. (n=7)",Emily Bristol; Megan I. Behnke; Robert G. M. Spencer; Amy M. McKenna; Benjamin Jones; Diana Bull; J. W. McClelland,Journal of Geophysical Research Biogeosciences,https://doi.org/10.1029/2024jg008233,biogeochem_carbon; cryosphere; estuary_coastal; freshwater_lake; freshwater_river; groundwater; marine; soil_terrestrial,8
2024,Characteristics of Dissolved Organic Matter in Uranium Hosting Aquifers and Potential Molecular Transformation During Neutral In Situ Leaching,"Chongsheng Lu, Wei Xiu, Bing Yang et al. (n=7)",Chongsheng Lu; Wei Xiu; Bing Yang; Guoxi Lian; Tianjing Zhang; Erping Bi; Huaming Guo,Journal of Geophysical Research Biogeosciences,https://doi.org/10.1029/2023jg007851,atmosphere_aerosol; biogeochem_carbon; freshwater_lake; groundwater; soil_terrestrial,5
2024,Peatlands Versus Permafrost: Landscape Features as Drivers of Dissolved Organic Matter Composition in West Siberian Rivers,"Sommer F. Starr, Karen E. Frey, L. C. Smith et al. (n=6)",Sommer F. Starr; Karen E. Frey; L. C. Smith; Anne M. Kellerman; Amy M. McKenna; Robert G. M. Spencer,Journal of Geophysical Research Biogeosciences,https://doi.org/10.1029/2023jg007797,biogeochem_carbon; cryosphere; disturbance_anthropogenic; freshwater_river; marine; soil_terrestrial; wetland_peatland,7
2024,Elucidating Dissolved Organic Sulfur in the Coastal Environment by Improved Online Liquid Chromatography Coupled to FT‐ICR Mass Spectrometry,"Shuang Chen, Yulin Qi, Qiaorong Xie et al. (n=7)",Shuang Chen; Yulin Qi; Qiaorong Xie; Chao Ma; Shujun Zhong; Libin Wu; Pingqing Fu,Journal of Geophysical Research Oceans,https://doi.org/10.1029/2023jc020163,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; freshwater_river; marine,5
2024,Molecular Composition Evolution of Dissolved Organic Matter With Water Depth in Prydz Bay of East Antarctic: Carbon Export Implications,"Bin Jiang, Jun Zhao, Dong Li et al. (n=9)",Bin Jiang; Jun Zhao; Dong Li; Liyang Zhan; Zhongyong Gao; Heng Sun; Yuping Zhou; Jianming Pan; Yongge Sun,Journal of Geophysical Research Oceans,https://doi.org/10.1029/2023jc020571,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; marine; microbial_coupling; sediment_porewater,6
2024,Tracking of the conversion and transformation pathways of dissolved organic matter in sludge hydrothermal liquids during Cr(VI) reduction using FT-ICR MS,"Chuanjin Lin, Yanfei Tang, Jing Sun et al. (n=5)",Chuanjin Lin; Yanfei Tang; Jing Sun; Bin Dong; Xu Zuxin,Journal of Hazardous Materials,https://doi.org/10.1016/j.jhazmat.2024.133566,biogeochem_carbon,1
2024,The heterogenous molecular characteristics of biomass-pyrogenic smoke dissolved organic matters (BPS-DOMs) binding with PAHs: Novel insights from combined analysis of FT-ICR MS and fluorescence variation,"Huiying Zhang, Zhigeng Wang, Qin Dai et al. (n=7)",Huiying Zhang; Zhigeng Wang; Qin Dai; Jinzhi Ni; Cheng Yue; Wei Ran; Weifeng Chen,Journal of Hazardous Materials,https://doi.org/10.1016/j.jhazmat.2024.136547,atmosphere_aerosol; biochar_black_carbon; marine,3
2024,Molecular-level insights of microplastic-derived soluble organic matter and heavy metal interactions in different environmental occurrences through EEM-PARAFAC and FT-ICR MS,"Bokun Chang, Tianhuan Yang, Shubo Fan et al. (n=14)",Bokun Chang; Tianhuan Yang; Shubo Fan; Leming Zhen; Xianbao Zhong; Fang Yang; Yang Liu; Chen Shao; Feinan Hu; Chenyang Xu; Yajun Yang; Yunchao Dai; Jialong Lv; Wei Du,Journal of Hazardous Materials,https://doi.org/10.1016/j.jhazmat.2024.137050,biogeochem_carbon,1
2024,Insights into the photoaging behavior of biodegradable and nondegradable microplastics: Spectroscopic and molecular characteristics of dissolved organic matter release,"Xiaoyang Wu, Yifan Liu, Yaofeng Jin et al. (n=11)",Xiaoyang Wu; Yifan Liu; Yaofeng Jin; Yue Wang; Mengjie Yuan; Kunyu He; Xiaoyan Zhang; Qin Chen; Zhijing Xue; Rui Wang; Xiaoyun Li,Journal of Hazardous Materials,https://doi.org/10.1016/j.jhazmat.2024.136651,biogeochem_carbon; marine,2
2024,Metagenomic and FT-ICR MS insights into the mechanism for the arsenic biogeochemical cycling in groundwater,"Honglin Jiang, Xianjun Xie, Junxia Li et al. (n=6)",Honglin Jiang; Xianjun Xie; Junxia Li; Zhou Jiang; Kunfu Pi; Yanxin Wang,Journal of Hazardous Materials,https://doi.org/10.1016/j.jhazmat.2024.135047,biogeochem_carbon; groundwater; microbial_coupling,3
2024,Molecular insight into algae-derived dissolved organic matters via Fourier-transform ion cyclotron resonance mass spectrometry: Effects of pretreatment methods and electrospray ionization modes,"Chengyu Suo, Wensi Zhao, Shasha Liu et al. (n=7)",Chengyu Suo; Wensi Zhao; Shasha Liu; Yi Ren; Yuxin Zhang; Yue Qiu; Fengchang Wu,Journal of Hazardous Materials,https://doi.org/10.1016/j.jhazmat.2024.136220,biogeochem_carbon; estuary_coastal; marine; methods_instrumentation,4
2024,Analysis of dissolved organic matter characteristics in pharmaceutical wastewater via spectroscopy combined with Fourier-transform ion cyclotron resonance mass spectrometry,"Chenqiang Yang, Ruixue Sun, Jiansheng Cui et al. (n=5)",Chenqiang Yang; Ruixue Sun; Jiansheng Cui; Bo Yao; Yankai Guo,Journal of Hazardous Materials,https://doi.org/10.1016/j.jhazmat.2024.135706,biogeochem_carbon; wastewater_drinking,2
2024,Optical and molecular techniques are complementary to understand the characteristics of dissolved organic matter in the runoff from sloping croplands with various micro-topographies during rainfall,"Guo Chen, Qingwei Zhang, Hao Wang et al. (n=8)",Guo Chen; Qingwei Zhang; Hao Wang; Ren Geng; Jian Wang; Yuanbi Yi; Ming Li; Ding He,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2024.132403,disturbance_anthropogenic; estuary_coastal; marine; soil_terrestrial,4
2024,Processing pathways of organic matter under methanogenic conditions and its influence on arsenic mobilization in aquifers,"Xiaofang Yuan, Yali Deng, Yao Du et al. (n=9)",Xiaofang Yuan; Yali Deng; Yao Du; Jiangkai Xue; Kunfu Pi; Yijun Yang; Yuxiao Xu; Xianjun Xie; Yanxin Wang,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2024.132367,biogeochem_carbon; disturbance_anthropogenic; groundwater,3
2024,"Glacial snow and ice Contribute Differentially to the dissolved organic matter in the runoff of Qiangyong Glacier, Tibetan Plateau","Bixi Guo, Yongqin Liu, Pengfei Liu et al. (n=7)",Bixi Guo; Yongqin Liu; Pengfei Liu; Ruanhong Cai; Qiang Zheng; Quan Shi; Chen He,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2024.132600,biogeochem_carbon; cryosphere; disturbance_anthropogenic; marine,4
2024,Characterization and differentiation of dissolved organic matter in leachate derived from an old Japanese landfill site through Orbitrap mass spectrometry,"Ngoc Nguyen, Taketoshi Kusakabe, Masaki Takaoka",Ngoc Nguyen; Taketoshi Kusakabe; Masaki Takaoka,Journal of Material Cycles and Waste Management,https://doi.org/10.1007/s10163-024-01952-4,biogeochem_carbon,1
2024,Revisiting Dissolved Organic Matter Analysis Using High-Resolution Trapped Ion Mobility and FT-ICR Mass Spectrometry,"P. R. B. Oliveira, Dennys Leyva, Lílian V. Tose et al. (n=8)",P. R. B. Oliveira; Dennys Leyva; Lílian V. Tose; Chad R. Weisbrod; Anton N. Kozhinov; Konstantin O. Nagornov; Yury O. Tsybin; Francisco Fernández-Lima,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1021/jasms.4c00232,biogeochem_carbon; freshwater_lake; freshwater_river; petroleum_fossil,4
2024,Selective Gas-Phase Depletion of Chemical Contaminants in Dissolved Organic Matter Increases Compositional Coverage by FT-ICR Mass Spectrometry,"Chad R. Weisbrod, Amy M. McKenna, Christopher L. Hendrickson",Chad R. Weisbrod; Amy M. McKenna; Christopher L. Hendrickson,Journal of the American Society for Mass Spectrometry,https://doi.org/10.1021/jasms.4c00261,biogeochem_carbon; methods_instrumentation,2
2024,Molecular transformation of refractory dissolved organic matter in an electrochemical oxidation system with a boron-doped diamond electrode,"Feiyan Fang, Qibin Li",Feiyan Fang; Qibin Li,Journal of Water Process Engineering,https://doi.org/10.1016/j.jwpe.2024.106833,biogeochem_carbon,1
2024,"Dissolved organic matter removal from sugar mill effluent by activated carbon-catalytic ozonation: Performance, organic carbon change, system characterization, and catalyst reusability","Sattawat Thuangchon, Pattakamol Somboot, Bunleu Sungthong et al. (n=7)",Sattawat Thuangchon; Pattakamol Somboot; Bunleu Sungthong; Patiparn Punyapalakul; Sumana Siripattanakul‐Ratpukdi; Phanwatt Phungsai; Thunyalux Ratpukdi,Journal of Water Process Engineering,https://doi.org/10.1016/j.jwpe.2024.106808,biogeochem_carbon; microbial_coupling; wastewater_drinking,3
2024,Variation of Dissolved Organic Matter Chemistry in the Runoff From Slopes Covered With Biocrusts Under Rainfall: Insights From the Linkages Between the Optical and Molecular Composition Analyses,"Guo Chen, Hao Wang, Qingwei Zhang et al. (n=8)",Guo Chen; Hao Wang; Qingwei Zhang; Ren Geng; Jian Wang; Yuanbi Yi; Ming Li; Ding He,Land Degradation and Development,https://doi.org/10.1002/ldr.5340,biogeochem_carbon; disturbance_anthropogenic; estuary_coastal; marine; microbial_coupling; soil_terrestrial,6
2024,Outwelling of reduced porewater drives the biogeochemistry of dissolved organic matter and trace metals in a major mangrove‐fringed estuary in Amazonia,"Melina Knoke, Thorsten Dittmar, Oliver Zielinski et al. (n=8)",Melina Knoke; Thorsten Dittmar; Oliver Zielinski; Morimaru Kida; E. Nils; Carlos Eduardo de Rezende; Bernhard Schnetger; Michael Seidel,Limnology and Oceanography,https://doi.org/10.1002/lno.12473,atmosphere_aerosol; biogeochem_carbon; estuary_coastal; freshwater_river; marine; microbial_coupling; sediment_porewater; wetland_peatland,8
2024,ASLO 2024 Award Winners,"Brittany M. Schieler, Fenina Buttler, Nyazia Sajdah‐Bey",Brittany M. Schieler; Fenina Buttler; Nyazia Sajdah‐Bey,Limnology and Oceanography Bulletin,https://doi.org/10.1002/lob.10654,biogeochem_carbon; freshwater_lake; marine; methods_instrumentation; microbial_coupling,5
2024,Investigating the impacts of solid phase extraction on dissolved organic matter optical signatures and the pairing with high‐resolution mass spectrometry data across a freshwater stream network,"Alan Roebuck, Allison Myers‐Pigg, Vanessa Garayburu‐Caruso et al. (n=4)",Alan Roebuck; Allison Myers‐Pigg; Vanessa Garayburu‐Caruso; James Stegen,Limnology and Oceanography Methods,https://doi.org/10.1002/lom3.10603,biogeochem_carbon; estuary_coastal; freshwater_river; marine,4
2024,Marine anoxia impede the transformation of dissolved organic carbon released by kelp into refractory dissolved organic carbon,"Lingyun Zhao, Hongyan Xing, Rongyu Xin et al. (n=10)",Lingyun Zhao; Hongyan Xing; Rongyu Xin; Jichen Liu; Huawei Qin; Yuanqing Ma; Zefeng Tian; Mengjie Wang; Yue Ma; Mingliang Zhang,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2024.117429,biogeochem_carbon; estuary_coastal; marine; wetland_peatland,4
2024,Chemodiversity of Dissolved Soil Organic Matter from Amazon Rainforest as Influenced by Deforestation,"Tancredo Souza, Damiana Justino Araújo, Carlos Alberto Lins Cassimiro et al. (n=4)",Tancredo Souza; Damiana Justino Araújo; Carlos Alberto Lins Cassimiro; Diego Silva Batista,Metabolites,https://doi.org/10.3390/metabo14030144,biogeochem_carbon; disturbance_anthropogenic; soil_terrestrial,3
