year,title,authors_short,all_authors,journal,doi,openalex_id
2014,Development and in silico evaluation of large-scale metabolite identification methods using functional group detection for metabolomics,"Joshua Mitchell, Teresa W.‐M. Fan, Andrew N. Lane et al. (n=4)",Joshua Mitchell; Teresa W.‐M. Fan; Andrew N. Lane; Hunter Moseley,Frontiers in Genetics,https://doi.org/10.3389/fgene.2014.00237,https://openalex.org/W1984228707
2014,A Metabolic Profiling Strategy for the Dissection of Plant Defense against Fungal Pathogens,"Konstantinos A. Aliferis, Denis Faubert, Suha Jabaji",Konstantinos A. Aliferis; Denis Faubert; Suha Jabaji,PLoS ONE,https://doi.org/10.1371/journal.pone.0111930,https://openalex.org/W2016497824
2015,Application Of Mass Spectrometry InBiocatalysis,Shaneela A. Hussain,Shaneela A. Hussain,,,https://openalex.org/W2538993148
2015,Ionization Sources and Mass Analyzers in MS Imaging,"Yu‐Hsuan Tsai, Robert F. Menger, Dieter M. Drexler et al. (n=5)",Yu‐Hsuan Tsai; Robert F. Menger; Dieter M. Drexler; Richard A. Yost; Timothy J. Garrett,Bioanalysis,https://doi.org/10.4155/bio.15.187,https://openalex.org/W1895641183
2015,Metabolomics for undergraduates: Identification and pathway assignment of mitochondrial metabolites,"Ana Patrícia Marques, Maria Luísa Serralheiro, António E. N. Ferreira et al. (n=6)",Ana Patrícia Marques; Maria Luísa Serralheiro; António E. N. Ferreira; Ana Ponces Freire; Carlos Cordeiro; Marta Sousa Silva,Biochemistry and Molecular Biology Education,https://doi.org/10.1002/bmb.20919,https://openalex.org/W2153983119
2015,Development and validation of a DESI‐HRMS/MS method for the fast profiling of esomeprazole and its metabolites in rat plasma: a pharmacokinetic study,"Alessandra Rossi, Luca Castrati, Paolo Colombo et al. (n=7)",Alessandra Rossi; Luca Castrati; Paolo Colombo; Lisa Flammini; Elisabetta Barocelli; Ruggero Bettini; Lisa Elviri,Drug Testing and Analysis,https://doi.org/10.1002/dta.1805,https://openalex.org/W1505846528
2015,Detailed study of imatinib metabolization using high-resolution mass spectrometry,"David Friedecký, Kateřina Mičová, Edgar Faber et al. (n=6)",David Friedecký; Kateřina Mičová; Edgar Faber; Marcela Hrdá; Jitka Široká; Tomáš Adam,Journal of Chromatography A,https://doi.org/10.1016/j.chroma.2015.07.033,https://openalex.org/W926611486
2015,"Metabolism of nitazoxanide in rats, pigs, and chickens: Application of liquid chromatography coupled to hybrid linear ion trap/Orbitrap mass spectrometer","Xi Huang, Chunna Guo, Zhangliu Chen et al. (n=9)",Xi Huang; Chunna Guo; Zhangliu Chen; Yahong Liu; Limin He; Zhenling Zeng; Chaoqun Yan; Guangfang Pan; Shuaipeng Li,Journal of Chromatography B,https://doi.org/10.1016/j.jchromb.2015.05.025,https://openalex.org/W591088714
2015,Development and Application of a High-Resolution Imaging Mass Spectrometer for the Study of Plant Tissues,"Katsutoshi Takahashi, Toshiaki Kozuka, Aya Anegawa et al. (n=5)",Katsutoshi Takahashi; Toshiaki Kozuka; Aya Anegawa; Akira Nagatani; Tetsuro Mimura,Plant and Cell Physiology,https://doi.org/10.1093/pcp/pcv083,https://openalex.org/W2102045183
2015,A first step in the quest for the active constituents in Filipendula ulmaria (meadowsweet): comprehensive secondary metabolite identification by liquid chromatography-quadrupole orbitrap mass spectrometry,"Sebastiaan Bijttebier, Stefan Voorspoels, Sandra Apers et al. (n=4)",Sebastiaan Bijttebier; Stefan Voorspoels; Sandra Apers; Luc Pieters,Planta Medica,https://doi.org/10.1055/s-0035-1565819,https://openalex.org/W2491850879
2015,Application Of Mass Spectrometry In Biocatalysis,Shaneela A. Hussain,Shaneela A. Hussain,Research Explorer (The University of Manchester),,https://openalex.org/W3162681646
2015,Exemplifying the Screening Power of Mass Spectrometry Imaging over Label-Based Technologies for Simultaneous Monitoring of Drug and Metabolite Distributions in Tissue Sections,"Richard J. A. Goodwin, Anna Nilsson, C. Logan Mackay et al. (n=8)",Richard J. A. Goodwin; Anna Nilsson; C. Logan Mackay; John G. Swales; Maria K. Johansson; Martin Billger; Per E. Andrén; Suzanne L. Iverson,SLAS DISCOVERY,https://doi.org/10.1177/1087057115623740,https://openalex.org/W2339030565
2015,Development and in silico Evaluation of Large‐Scale Metabolite Identification Methods Using Functional Group Detection for Metabolomics,"Joshua Mitchell, Teresa W.‐M. Fan, Andrew N. Lane et al. (n=4)",Joshua Mitchell; Teresa W.‐M. Fan; Andrew N. Lane; Hunter Moseley,The FASEB Journal,https://doi.org/10.1096/fasebj.29.1_supplement.567.22,https://openalex.org/W815460532
2016,Applicability of Gas Chromatography/Quadrupole-Orbitrap Mass Spectrometry in Support of Pharmaceutical Intermediate Impurity Profiling,Kyle D’Silva,Kyle D’Silva,,https://doi.org/10.26226/morressier.57d6b2b8d462b8028d88e503,https://openalex.org/W4230487271
2016,Urinary exposure marker discovery for toxicants using ultra-high pressure liquid chromatography coupled with Orbitrap high resolution mass spectrometry and three untargeted metabolomics approaches,"Jen-Yi Hsu, Jing‐Fang Hsu, Yet‐Ran Chen et al. (n=8)",Jen-Yi Hsu; Jing‐Fang Hsu; Yet‐Ran Chen; Chia-Lang Shih; Yi-Sheng Hsu; Yi‐Jen Chen; Shu-Han Tsai; Pao‐Chi Liao,Analytica Chimica Acta,https://doi.org/10.1016/j.aca.2016.07.032,https://openalex.org/W2501167962
2016,Metabolomic profiling of prostate cancer by matrix assisted laser desorption/ionization-Fourier transform ion cyclotron resonance mass spectrometry imaging using Matrix Coating Assisted by an Electric Field (MCAEF),"Xiaodong Wang, Jun Han, Darryl B. Hardie et al. (n=6)",Xiaodong Wang; Jun Han; Darryl B. Hardie; Juncong Yang; Jingxi Pan; Christoph H. Borchers,Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics,https://doi.org/10.1016/j.bbapap.2016.12.012,https://openalex.org/W2561891497
2016,Abstract 13814: DMGV is a Novel Marker of Liver Fat and Predicts Future Development of Type 2 Diabetes,"John O’Sullivan, Jordan Morningstar, Baohui Zheng et al. (n=16)",John O’Sullivan; Jordan Morningstar; Baohui Zheng; Sarah Jeanfavre; Justin Scott; Qiong Yang; Céline Fernandez; Rakmachandran S Vasan; Michelle T. Long; Olle Melander; Thomas J. Wang; Caroline S. Fox; Randall T. Peterson; Clary B. Clish; Kathleen E. Corey; Robert E. Gerszten,Circulation,https://doi.org/10.1161/circ.134.suppl_1.13814,https://openalex.org/W2800361363
2016,Profiling and identification of metabolites of isorhynchophylline in rats by ultra high performance liquid chromatography and linear ion trap Orbitrap mass spectrometry,"Jianwei Wang, Qi Peng, Jinjun Hou et al. (n=11)",Jianwei Wang; Qi Peng; Jinjun Hou; Yao Shen; Bingpeng Yan; Qirui Bi; Ruihong Feng; Xiaojian Shi; Min Yang; Wanying Wu; De‐an Guo,Journal of Chromatography B,https://doi.org/10.1016/j.jchromb.2016.08.013,https://openalex.org/W2514893234
2016,Identification of ML106 Phase 1 Metabolites in Human Liver Microsomes Using High-Resolution Quadrupole-Orbitrap Mass Spectrometry,"Jun Hyeon Jo, Woongshik Nam, Sun‐Joo Kim et al. (n=7)",Jun Hyeon Jo; Woongshik Nam; Sun‐Joo Kim; Doohyun Lee; Kyung Hoon Min; Tae‐Ho Lee; Sangkyu Lee,Mass spectrometry letters,https://doi.org/10.5478/msl.2016.7.3.69,https://openalex.org/W2555602725
2017,An efficient liquid chromatography-high resolution mass spectrometry approach for the optimization of the metabolic stability of therapeutic peptides,"Simone Esposito, Riccardo Mele, Raffaele Ingenito et al. (n=7)",Simone Esposito; Riccardo Mele; Raffaele Ingenito; Elisabetta Bianchi; Fabio Bonelli; Edith Monteagudo; Laura Orsatti,Analytical and Bioanalytical Chemistry,https://doi.org/10.1007/s00216-017-0213-1,https://openalex.org/W2580706399
2017,De-novo identification of specific exposure biomarkers of the alternative plasticizer di(2-ethylhexyl) terephthalate (DEHTP) after low oral dosage to male volunteers by HPLC-Q-Orbitrap-MS,"Frederik Lessmann, Daniel Bury, Tobias Weiß et al. (n=6)",Frederik Lessmann; Daniel Bury; Tobias Weiß; Heiko Hayen; Thomas Brüning; Holger M. Koch,Biomarkers,https://doi.org/10.1080/1354750x.2017.1410856,https://openalex.org/W2768432854
2017,Integrated semi-targeted metabolomics analysis reveals distinct metabolic dysregulation in pleural effusion caused by tuberculosis and malignancy,"Nanying Che, Yan Ma, Huabin Ruan et al. (n=7)",Nanying Che; Yan Ma; Huabin Ruan; Lina Xu; Xueying Wang; Xinting Yang; Xiaohui Liu,Clinica Chimica Acta,https://doi.org/10.1016/j.cca.2017.12.003,https://openalex.org/W2771961492
2017,HPLC–MS analysis of the parent drugs and their metabolites in extracts from cress (Lepidium sativum) grown hydroponically in water containing four non-steroidal anti-inflammatory drugs A,"Lisa Emhofer, Markus Himmelsbach, Wolfgang Buchberger et al. (n=4)",Lisa Emhofer; Markus Himmelsbach; Wolfgang Buchberger; Christian W. Klampfl,Journal of Chromatography A,,https://openalex.org/W3040190977
2017,Rapid determination of 18 glucocorticoids in serum using reusable on-line SPE polymeric monolithic column coupled with LC-quadrupole/orbitrap high-resolution mass spectrometer B Analytical technologies in the biomedical and life sciences,"Hui Li, Lianfeng Ai, Sufang Fan et al. (n=5)",Hui Li; Lianfeng Ai; Sufang Fan; Yan Wang; Dianxing Sun,Journal of Chromatography A,,https://openalex.org/W3006397041
2017,Identification of New Synthetic Cannabinoid ADB-CHMINACA (MAB-CHMINACA) Metabolites in Human Hepatocytes,"Jérémy Carlier, Xingxing Diao, Cristina Sempio et al. (n=4)",Jérémy Carlier; Xingxing Diao; Cristina Sempio; Marilyn A. Huestis,The AAPS Journal,https://doi.org/10.1208/s12248-016-0037-5,https://openalex.org/W2568562615
2017,Re-evaluation of thickening agents and other substances from natural sources by the European Food Safety Authority (EFSA),"Anna Christodoulidou, Federica Lodi, Camilla Smeraldi et al. (n=9)",Anna Christodoulidou; Federica Lodi; Camilla Smeraldi; Αδαμαντία Παπαϊωάννου; Fabiaola Pizzo; Ana María Rincón; Alexandra Tard; Stavroula Tasiopoulou; Claudia Roncancio Peña,Toxicology Letters,https://doi.org/10.1016/j.toxlet.2017.07.649,https://openalex.org/W2765932902
2018,"MASS SPECTROMETRIC STRATEGIES FOR THE STUDY OF PLANT EXTRACTS BIOAVAILABILITY, BIOACTIVITY AND MECHANISMS OF ACTION",Giovanna Baron,Giovanna Baron,Archivio Istituzionale della Ricerca (Universita Degli Studi Di Milano),https://doi.org/10.13130/g-baron_phd2018-01-17,https://openalex.org/W2794836518
2018,Toxicological Drug Screening using Paper Spray High-Resolution Tandem Mass Spectrometry (HR-MS/MS),"Josiah McKenna, Rachel Jett, Kevin G. Shanks et al. (n=4)",Josiah McKenna; Rachel Jett; Kevin G. Shanks; Nicholas E. Manicke,Author eBooks,,https://openalex.org/W2948200909
2018,Impurity Profile of Bronchodilators used in Asthma: A Critical Review,"Krunal Prajapati, Charmy Kothari",Krunal Prajapati; Charmy Kothari,Current Drug Discovery Technologies,https://doi.org/10.2174/1570163814666170829141614,https://openalex.org/W2781574543
2018,LC-HRMS Biomarker Suspect Screening in Low Dose Studies,"Daniel Bury, Frederik Lessmann, Kathrin Papadopoulos et al. (n=8)",Daniel Bury; Frederik Lessmann; Kathrin Papadopoulos; Alexandra Nehring; Tobias Weiß; Heiko Hayen; Thomas Brüning; Holger M. Koch,ISEE Conference Abstracts,https://doi.org/10.1289/isesisee.2018.p03.3400,https://openalex.org/W2948011642
2018,Metabolite Identification and Pharmacokinetic Profiling of Isoflavones from Black Soybean in Rats Using Ultrahigh-Performance Liquid Chromatography with Linear-Ion-Trap–Orbitrap and Triple-Quadrupole Tandem Mass Spectrometry,"Juping Zhang, Qian-xiang Guo, Meijin Wei et al. (n=8)",Juping Zhang; Qian-xiang Guo; Meijin Wei; Junqi Bai; Juan Huang; Yuhong Liu; Ziren Su; Xiaohui Qiu,Journal of Agricultural and Food Chemistry,https://doi.org/10.1021/acs.jafc.8b04852,https://openalex.org/W2900769546
2018,Toxicological Drug Screening using Paper Spray High-Resolution Tandem Mass Spectrometry (HR-MS/MS),"Josiah McKenna, Rachel Jett, Kevin G. Shanks et al. (n=4)",Josiah McKenna; Rachel Jett; Kevin G. Shanks; Nicholas E. Manicke,Journal of Analytical Toxicology,https://doi.org/10.1093/jat/bky001,https://openalex.org/W2790519963
2018,"Direct screening of malonylginsenosides from nine Ginseng extracts by an untargeted profiling strategy incorporating in-source collision-induced dissociation, mass tag, and neutral loss scan on a hybrid linear ion-trap/Orbitrap mass spectrometer coupled to ultra-high performance liquid chromatography","Xiaojian Shi, Wenzhi Yang, Yong Huang et al. (n=10)",Xiaojian Shi; Wenzhi Yang; Yong Huang; Jinjun Hou; Shi Qiu; Changliang Yao; Zijin Feng; Wenlong Wei; Wanying Wu; De‐an Guo,Journal of Chromatography A,https://doi.org/10.1016/j.chroma.2018.08.026,https://openalex.org/W2886311410
2018,"Metabolite identification and pharmacokinetic profiling of PP242, an ATP-competitive inhibitor of mTOR using ultra high-performance liquid chromatography and mass spectrometry B Analytical technologies in the biomedical and life sciences","Md. Mamunur Rashid, Hyunbeom Lee, Byung Hwa Jung",Md. Mamunur Rashid; Hyunbeom Lee; Byung Hwa Jung,Journal of Chromatography A,,https://openalex.org/W3020954155
2018,Enhanced Isotopic Ratio Outlier Analysis (IROA) Peak Detection and Identification with Ultra-High Resolution GC-Orbitrap/MS: Potential Application for Investigation of Model Organism Metabolomes,"Yunping Qiu, Robyn D. Moir, Ian M. Willis et al. (n=6)",Yunping Qiu; Robyn D. Moir; Ian M. Willis; Suresh Seethapathy; Robert Biniakewitz; Irwin J. Kurland,Metabolites,https://doi.org/10.3390/metabo8010009,https://openalex.org/W2792194829
2018,Metabolomic Analysis of Glioma Cells Using Nanoflow Liquid Chromatography–Tandem Mass Spectrometry,"Jingjing Deng, Guoan Zhang, Thomas A. Neubert",Jingjing Deng; Guoan Zhang; Thomas A. Neubert,Methods in molecular biology,https://doi.org/10.1007/978-1-4939-7659-1_10,https://openalex.org/W2793684557
2018,Mitochondrial changes of articular chondrocytes revealed by omics analyses,"B. Bakker, Gert B. Eijkel, Ronny Mohren et al. (n=7)",B. Bakker; Gert B. Eijkel; Ronny Mohren; Ron M. A. Heeren; Marcel Karperien; Janine N. Post; Berta Cillero‐Pastor,Osteoarthritis and Cartilage,https://doi.org/10.1016/j.joca.2018.02.370,https://openalex.org/W2801875690
2018,"Identifying potential quality markers of Xin-Su-Ning capsules acting on arrhythmia by integrating UHPLC-LTQ-Orbitrap, ADME prediction and network target analysis","Rui Guo, Xiaoxiao Zhang, Jin Su et al. (n=11)",Rui Guo; Xiaoxiao Zhang; Jin Su; Haiyu Xu; Yanqiong Zhang; Fangbo Zhang; Defeng Li; Yi Zhang; Xuefeng Xiao; Shuang‐Cheng Ma; Hongjun Yang,Phytomedicine,https://doi.org/10.1016/j.phymed.2018.01.019,https://openalex.org/W2793490883
2018,Pioneering women in mass spectrometry – an interview with Catherine E. Costello,Nivedita Bhattacharya,Nivedita Bhattacharya,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.8078,https://openalex.org/W2972155379
2018,Investigation of amodiaquine localization in liver lobules using matrix‐assisted laser desorption/ionization imaging mass spectrometry,"Kerri J. Grove, Shaila Hoque, Patrick J. Rudewicz",Kerri J. Grove; Shaila Hoque; Patrick J. Rudewicz,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.8339,https://openalex.org/W2900280332
2018,Meet the Associate Editors: Filip Cuyckens,Filip Cuyckens,Filip Cuyckens,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.8328,https://openalex.org/W2907768591
2018,High‐resolution gas chromatography/mass spectrometry metabolomics of non‐human primate serum,"Biswapriya B. Misra, Ekong Bassey, Andrew C. Bishop et al. (n=6)",Biswapriya B. Misra; Ekong Bassey; Andrew C. Bishop; David T. Kusel; Laura A. Cox; Michael Olivier,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.8197,https://openalex.org/W2806945897
2019,Early detection of <i>Plasmopara viticola</i>-infected leaves through FT-ICR-MS metabolic profiling,"Marisa Maia, Alessandro Maccelli, Rui Nascimento et al. (n=8)",Marisa Maia; Alessandro Maccelli; Rui Nascimento; António E. N. Ferreira; Maria Elisa Crestoni; Carlos Cordeiro; Andreia Figueiredo; Marta Sousa Silva,Acta Horticulturae,https://doi.org/10.17660/actahortic.2019.1248.77,https://openalex.org/W2971399048
2019,"Pharmacokinetic and tissue distribution studies of cassane diterpenoids, in rats through an ultra‐high‐performance liquid chromatography–Q exactive hybrid quadrupole–Orbitrap high‐resolution accurate mass spectrometry","Miao Wang, Da Wang, Changjiu Gao et al. (n=8)",Miao Wang; Da Wang; Changjiu Gao; Xianzhe Li; Luping Sha; Qiang Zhao; Huiyuan Gao; Zhaohua Wu,Biomedical Chromatography,https://doi.org/10.1002/bmc.4610,https://openalex.org/W2947921367
2019,Comparison of a GC-Orbitrap-MS with Parallel GC-FID Capabilities for Metabolomics of Human Serum,"Biswapriya B. Misra, Ekong Bassey, Michael Olivier",Biswapriya B. Misra; Ekong Bassey; Michael Olivier,bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.1101/740795,https://openalex.org/W2969498902
2019,Enhanced metabolite identification using orbitrap tribrid mass spectrometer,"Kate Comstock, Shuguang Ma, S. Sharma et al. (n=5)",Kate Comstock; Shuguang Ma; S. Sharma; Yan Chen; Caroline Ding,Drug Metabolism and Pharmacokinetics,https://doi.org/10.1016/j.dmpk.2018.09.124,https://openalex.org/W2909301178
2019,Introducing a mechanically robust SPME sampler for the on-site sampling and extraction of a wide range of untargeted pollutants in environmental waters,"Jonathan J. Grandy, Maryam Lashgari, Harmen Vander Heide et al. (n=5)",Jonathan J. Grandy; Maryam Lashgari; Harmen Vander Heide; Justen Poole; Janusz Pawliszyn,Environmental Pollution,https://doi.org/10.1016/j.envpol.2019.06.013,https://openalex.org/W2948850262
2019,"DEVELOPMENT OF MASS SPECTROMETRIC ANALYSIS FOR DRUG METABOLITE IDENTIFICATION AND QUANTITATION, DELINEATING CELLULOSE FAST PYROLYSIS MECHANISMS, AND STUDYING GAS-PHASE REACTIVITY OF VINYL CATIONS",Zaikuan Yu,Zaikuan Yu,Figshare,https://doi.org/10.25394/pgs.8938217.v1,https://openalex.org/W3204466456
2019,Pharmacokinetics and Novel Metabolite Identification of Tartary Buckwheat Extracts in Beagle Dogs Following Co-Administration with Ethanol,"Yuancai Liu, Jun Gan, Wanyu Liu et al. (n=10)",Yuancai Liu; Jun Gan; Wanyu Liu; Xin Zhang; Jian Xu; Yue Wu; Yuejun Yang; Luqin Si; Li Gao; Jiangeng Huang,Pharmaceutics,https://doi.org/10.3390/pharmaceutics11100525,https://openalex.org/W2979839180
2019,A feasible strategy based on isotopic fine structures to enhance the reliability of metabolite identification by Fourier transform ion cyclotron resonance mass spectrometry,"Lu Xu, Xintong Li, Xue Wang et al. (n=5)",Lu Xu; Xintong Li; Xue Wang; Aihua Song; Fei Han,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.8560,https://openalex.org/W2969241932
2019,The molecular stethoscope: RNA of drug metabolising enzymes in circulating vesicles correlates with their specific protein content in the liver,"Brahim Achour, Zubida M. Al‐Majdoub, Kristi Lea et al. (n=5)",Brahim Achour; Zubida M. Al‐Majdoub; Kristi Lea; Jeoffrey Schageman; Amin Rostami‐Hodjegan,Research Explorer (The University of Manchester),,https://openalex.org/W2980235728
2020,Comprehensive analysis of resveratrol metabolites in rats using ultra high performance liquid chromatography coupled with high resolution mass spectrometry,"Zihan Liu, Shaoping Wang, Fan Dong et al. (n=8)",Zihan Liu; Shaoping Wang; Fan Dong; Ying‐Hsuan Lin; Haoran Li; Lei Shi; Zhibin Wang; Jiayu Zhang,Arabian Journal of Chemistry,https://doi.org/10.1016/j.arabjc.2020.07.011,https://openalex.org/W3044875702
2020,Public LC-Orbitrap-MS/MS Spectral Library for Metabolite Identification,"Prasad Phapale, Andrew Palmer, Rose M. Gathungu et al. (n=6)",Prasad Phapale; Andrew Palmer; Rose M. Gathungu; D. D. Kale; Britta Brügger; Theodore Alexandrov,bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.1101/2020.11.21.392266,https://openalex.org/W3109966881
2020,Impurity profiling of Cefteram pivoxil based on Fourier transform ion cyclotron resonance MS,"Yiqiang Yue, Jiahong Wang, Yanhong Zhao et al. (n=8)",Yiqiang Yue; Jiahong Wang; Yanhong Zhao; Siqi Li; Jing Han; Yu Zhang; Qingyu Zhang; Fei Han,Journal of Pharmaceutical and Biomedical Analysis,https://doi.org/10.1016/j.jpba.2020.113591,https://openalex.org/W3082457810
2020,Drug metabolite identification using ultrahigh‐performance liquid chromatography–ultraviolet spectroscopy and parallelized scans on a tribrid Orbitrap mass spectrometer,"Stephen Wilkinson, Scott Martin, Alexandra L. Orton et al. (n=5)",Stephen Wilkinson; Scott Martin; Alexandra L. Orton; Roshini Markandu; Barry Jones,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.8735,https://openalex.org/W3000764854
2020,Impurity identification and quantification for arginine vasopressin by liquid chromatography/high‐resolution mass spectrometry,"Peize Wu, Sijian Ye, Ming Li et al. (n=6)",Peize Wu; Sijian Ye; Ming Li; Hongmei Li; Ying Kan; Zecheng Yang,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.8799,https://openalex.org/W3014800907
2021,"Study of the metabolism of myricetin in rat urine, plasma and feces by ultra‐high‐performance liquid chromatography","Huajian Li, Haoran Li, Shan Jiang et al. (n=9)",Huajian Li; Haoran Li; Shan Jiang; Jing Xu; Yifang Cui; Hong Wang; Long Dai; Yongqiang Lin; Jiayu Zhang,Biomedical Chromatography,https://doi.org/10.1002/bmc.5281,https://openalex.org/W3213044871
2021,Comparison of the chemical diversity of<i>Vitis rotundifolia</i>and<i>Vitis vinifera</i>cv. ‘Cabernet Sauvignon’,"Marisa Maia, António E. N. Ferreira, Jorge Cunha et al. (n=7)",Marisa Maia; António E. N. Ferreira; Jorge Cunha; José Eiras‐Dias; Carlos Cordeiro; Andreia Figueiredo; Marta Sousa Silva,Ciência e técnica vitivinícola/Ciência e técnica vitivinícola,https://doi.org/10.1051/ctv/20213601001,https://openalex.org/W3119111969
2021,"Rapid Profiling and Identification of Vitexin Metabolites in Rat Urine, Plasma and Faeces after Oral Administration Using a UHPLC-Q-Exactive Orbitrap Mass Spectrometer Coupled with Multiple Data-mining Methods","Pingping Dong, Lei Shi, Shaoping Wang et al. (n=9)",Pingping Dong; Lei Shi; Shaoping Wang; Shan Jiang; Haoran Li; Fan Dong; Jing Xu; Long Dai; Jiayu Zhang,Current Drug Metabolism,https://doi.org/10.2174/1389200221999210101232841,https://openalex.org/W3121113421
2021,"Identifying metabolites of diphenidol by liquid chromatography‐quadrupole/orbitrap mass spectrometry using rat liver microsomes, human blood, and urine samples","Liu Yang, Junbo Zhao, Mengxi Liu et al. (n=12)",Liu Yang; Junbo Zhao; Mengxi Liu; Le Li; Huan Yang; Caixia Guo; Jing Hu; Ping Xiang; Baohua Shen; Zheng Qiao; Yonghui Dang; Yan Shi,Drug Testing and Analysis,https://doi.org/10.1002/dta.3012,https://openalex.org/W3127192390
2021,Chemical attribution of fentanyl: The effect of human metabolism,"Mirjam de Bruin-Hoegée, Djarah Kleiweg, Daan Noort et al. (n=4)",Mirjam de Bruin-Hoegée; Djarah Kleiweg; Daan Noort; Arian van Asten,Forensic Chemistry,https://doi.org/10.1016/j.forc.2021.100330,https://openalex.org/W3137416984
2021,Systems Pharmacology Approach and Experiment Evaluation Reveal Multidimensional Treatment Strategy of LiangXueJieDu Formula for Psoriasis,"Jingxia Zhao, Yan Wang, Wei‐Wen Chen et al. (n=9)",Jingxia Zhao; Yan Wang; Wei‐Wen Chen; Jing Fu; Yu Liu; Tingting Di; Cong Qi; Zhaoxia Chen; Ping Li,Frontiers in Pharmacology,https://doi.org/10.3389/fphar.2021.626267,https://openalex.org/W3171759436
2021,"Metabolic study of cafestol using in silico approach, zebrafish water tank experiments and liquid chromatography high-resolution mass spectrometry analyses","Cyrus Veiga Andriolo, Fábio Júnior Moreira Novaes, Henrique Marcelo Gualberto Pereira et al. (n=5)",Cyrus Veiga Andriolo; Fábio Júnior Moreira Novaes; Henrique Marcelo Gualberto Pereira; Vinícius Figueiredo Sardela; Cláudia M. Rezende,Journal of Chromatography B,https://doi.org/10.1016/j.jchromb.2021.123028,https://openalex.org/W3213827003
2021,Global identification and determination of the major constituents in Kai-Xin-San by ultra-performance liquid chromatography-quadrupole-Orbitrap mass spectrometry and gas chromatography-mass spectrometry,"Ruimei Lin, Jiaxin Yin, Mengfan Wu et al. (n=12)",Ruimei Lin; Jiaxin Yin; Mengfan Wu; Hui Ding; Lifeng Han; Wenzhi Yang; Xinbo Song; Songtao Bie; Chunhua Wang; Yongzhi He; Heshui Yu; Zheng Li,Journal of Pharmaceutical and Biomedical Analysis,https://doi.org/10.1016/j.jpba.2021.114385,https://openalex.org/W3203651943
2021,Serum metabolomic analysis of the anti-diabetic effect of Ginseng berry in type II diabetic rats based on ultra high-performance liquid chromatography-high resolution mass spectrometry,"Heyu Wang, Rensong Huang, Hui Li et al. (n=6)",Heyu Wang; Rensong Huang; Hui Li; Lili Jiao; Shuying Liu; Wei Wu,Journal of Pharmaceutical and Biomedical Analysis,https://doi.org/10.1016/j.jpba.2021.113897,https://openalex.org/W3124668412
2021,Public LC-Orbitrap Tandem Mass Spectral Library for Metabolite Identification,"Prasad Phapale, Andrew Palmer, Rose M. Gathungu et al. (n=6)",Prasad Phapale; Andrew Palmer; Rose M. Gathungu; D. D. Kale; Britta Brügger; Theodore Alexandrov,Journal of Proteome Research,https://doi.org/10.1021/acs.jproteome.0c00930,https://openalex.org/W3126357200
2021,FT‐ICR‐MS‐based metabolomics: A deep dive into plant metabolism,"Marisa Maia, Andreia Figueiredo, Carlos Cordeiro et al. (n=4)",Marisa Maia; Andreia Figueiredo; Carlos Cordeiro; Marta Sousa Silva,Mass Spectrometry Reviews,https://doi.org/10.1002/mas.21731,https://openalex.org/W3199173422
2021,Metabolomics and complementary techniques to investigate the plant phytochemical cosmos,"Hiroshi Tsugawa, Amit Rai, Kazuki Saito et al. (n=4)",Hiroshi Tsugawa; Amit Rai; Kazuki Saito; Ryo Nakabayashi,Natural Product Reports,https://doi.org/10.1039/d1np00014d,https://openalex.org/W3194813944
2021,Chemical attribution of fentanyl: The effect of human metabolism,"J.M. de Bruin-Hoegée, D. Kleiweg, D. Noort et al. (n=4)",J.M. de Bruin-Hoegée; D. Kleiweg; D. Noort; A.C. van Asten,TNO Repository,,https://openalex.org/W7132624785
2022,Accelerating Metabolite Identification Mass Spectrometry Technology Drives Metabolite Identification Studies Forward,Ala F. Nassar,Ala F. Nassar,,https://doi.org/10.1002/9781119851042.ch8,https://openalex.org/W4309355881
2022,High-Resolution Elemental Mass Spectrometry Using LC-ICP-Nanospray-Orbitrap for Simultaneous and Species-Independent Quantitation of Fluorinated and Chlorinated Compounds,"Frenio A. Redeker, Joseph E. Lesniewski, Grace Hahm et al. (n=5)",Frenio A. Redeker; Joseph E. Lesniewski; Grace Hahm; William P. McMahon; Kaveh Jorabchi,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.2c02359,https://openalex.org/W4292148721
